ActivityDate,TotalSteps,TotalDistance,TrackerDistance,LoggedActivitiesDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,SedentaryActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories,id
5/19/14,710,0.519999981,0.519999981,0,0,0,0.519999981,0,0,10,32,1398,1662,15
5/20/14,10853,7.96999979,7.96999979,0,0.239999995,0.239999995,7.480000019,0,38,100,190,881,2520,15
5/21/14,8304,6.349999905,6.349999905,0,1.309999943,0.079999998,4.96999979,0,21,88,131,860,2285,15
5/22/14,11054,8.529999733,8.529999733,0,5.559999943,0.280000001,2.690000057,0,59,56,120,759,2450,15
5/23/14,8527,7.150000095,7.150000095,0,4.210000038,0.159999996,2.779999971,0,35,54,112,811,2308,15
5/24/14,8305,6.710000038,6.710000038,0,2.529999971,1.169999957,3.019999981,0,28,107,100,739,2403,15
5/25/14,10789,8.649999619,8.649999619,0,3.960000038,0.639999986,4.050000191,0,55,53,115,586,2432,15
5/26/14,8471,6.21999979,6.21999979,0,0.159999996,1.830000043,4.230000019,0,4,193,134,613,2430,15
5/27/14,9244,6.809999943,6.809999943,0,2.339999914,0.25,4.21999979,0,47,57,96,772,2296,15
5/28/14,11324,8.470000267,8.470000267,0,4.559999943,0,3.910000086,0,53,73,143,724,2490,15
5/29/14,8291,6.380000114,6.380000114,0,0,0.430000007,5.949999809,0,37,59,91,819,2242,15
5/30/14,8475,6.300000191,6.300000191,0,2.720000029,0.360000014,3.220000029,0,38,69,97,768,2249,15
5/31/14,6707,5.119999886,5.119999886,0,1.659999967,0.479999989,2.970000029,0,32,51,75,862,2109,15
6/1/14,6241,4.579999924,4.579999924,0,1.830000043,0.079999998,2.670000076,0,29,44,96,835,2096,15
6/2/14,10648,7.869999886,7.869999886,0,4.429999828,0,3.440000057,0,57,58,113,762,2396,15
6/3/14,8170,6.28000021,6.28000021,0,0.50999999,0.25999999,5.519999981,0,33,66,91,856,2239,15
6/4/14,8803,6.71999979,6.71999979,0,3.420000076,0.079999998,2.609999895,0,44,43,143,766,2334,15
6/5/14,8581,6.349999905,6.349999905,0,1.320000052,0.680000007,4.349999905,0,34,65,110,938,2263,15
6/6/14,8811,6.46999979,6.46999979,0,0,0,6.46999979,0,18,103,133,1066,2322,15
6/7/14,8457,6.210000038,5.960000038,0,0,4.019999981,2.180000067,0,1,82,109,803,2207,15
6/8/14,9310,6.829999924,6.829999924,0,2.420000076,0.939999998,3.480000019,0,37,75,127,782,2312,15
6/9/14,8424,6.5,6.5,0,4.190000057,0,2.319999933,0,41,40,119,829,2275,15
6/10/14,9795,7.21999979,7.21999979,0,1.860000014,0.280000001,5.070000172,0,52,59,99,807,2330,15
6/11/14,8300,6.409999847,6.409999847,0,4.130000114,0,2.289999962,0,44,30,106,874,2225,15
6/12/14,8213,6.110000134,6.110000134,0,0.50999999,0.159999996,5.449999809,0,34,59,124,748,2248,15
6/13/14,4610,3.380000114,3.380000114,0,0,0,3.380000114,0,16,41,76,837,1976,15
6/14/14,8196,6.380000114,6.380000114,0,3.609999895,0.039999999,2.730000019,0,41,43,78,849,2188,15
6/15/14,3636,2.670000076,2.670000076,0,0,0,2.670000076,0,4,43,104,695,1950,15
6/16/14,11933,9.319999695,9.319999695,0,4.090000153,0.059999999,5.159999847,0,57,61,126,740,2498,15
6/17/14,8093,6.369999886,6.369999886,0,1.5,0.029999999,4.840000153,0,36,53,105,811,2248,15
6/18/14,8769,6.940000057,6.940000057,0,4.170000076,0.039999999,2.74000001,0,43,38,108,787,2284,15
6/19/14,7339,5.579999924,5.579999924,0,1.519999981,0.170000002,3.900000095,0,35,44,96,783,2182,15
6/20/14,6549,5.110000134,5.110000134,0,1.879999995,0.209999993,3.019999981,0,25,52,104,828,2149,15
6/21/14,9241,7.25,7.25,0,3.859999895,0.039999999,3.349999905,0,34,65,138,781,2327,15
6/22/14,7750,6.300000191,6.300000191,0,1.679999948,0.050000001,4.579999924,0,35,44,120,812,2238,15
6/23/14,8251,6.889999866,6.53000021,4.007259846,4.010000229,0.090000004,2.799999952,0,34,50,115,757,2245,15
6/24/14,7076,5.190000057,5.190000057,0,1.820000052,0.050000001,3.319999933,0,36,45,90,834,2161,15
6/25/14,8804,7.440000057,7.039999962,4.602719784,4.690000057,0.039999999,2.700000048,0,39,52,121,777,2252,15
6/26/14,10791,8,8,0,3.859999895,0.419999987,3.710000038,0,57,55,110,769,2393,15
6/27/14,8170,6.420000076,6.420000076,0,2.730000019,0.140000001,3.549999952,0,43,44,77,856,2209,15
6/28/14,9231,7.429999828,7.429999828,0,4.46999979,0.349999994,2.609999895,0,36,51,136,693,2337,15
6/29/14,6599,4.840000153,4.840000153,0,1.429999948,0.039999999,3.369999886,0,19,61,155,793,2190,15
6/30/14,9299,7.610000134,7.610000134,0,4.489999771,0.150000006,2.970000029,0,38,55,108,776,2313,15
