ActivityDate,TotalSteps,TotalDistance,TrackerDistance,LoggedActivitiesDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,SedentaryActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories,id
1/9/12,6425,6.230000019,6.230000019,0,4.369999886,0,0.730000019,0,40,8,81,1286,1687,1
1/10/12,9261,7.289999962,7.289999962,1.159989953,3.069999933,0.189999998,3.49000001,0.01,40,43,210,728,1969,1
1/11/12,12084,8.220000267,8.220000267,0,0.200000003,1.149999976,6.840000153,0.029999999,35,92,253,621,2084,1
1/12/12,6250,4.239999771,4.239999771,0,0,0,4.210000038,0.029999999,8,52,179,789,1699,1
1/13/12,9182,6.239999771,6.239999771,0,0.670000017,1.24000001,4.309999943,0.029999999,13,86,238,681,1904,1
1/14/12,8139,6.809999943,6.809999943,0,3.170000076,0.460000008,2.450000048,0.01,31,62,188,553,1911,1
1/15/12,4827,3.279999971,3.279999971,0,0,0,3.269999981,0.01,7,69,218,686,1780,1
1/16/12,5720,3.890000105,3.890000105,0,0,0,3.880000114,0,11,49,158,778,1678,1
1/17/12,5235,3.559999943,3.559999943,0,0,0,3.549999952,0.01,8,39,184,785,1670,1
1/18/12,4850,3.299999952,3.299999952,0,0,0,3.289999962,0.01,3,52,164,787,1650,1
1/19/12,7024,4.78000021,4.78000021,0,0.579999983,0.409999996,3.779999971,0.01,21,53,182,738,1758,1
1/20/12,5161,3.50999999,3.50999999,0,0,0,3.50999999,0,6,42,156,815,1629,1
1/21/12,3177,2.160000086,2.160000086,0,0.400000006,0.439999998,1.299999952,0.01,7,25,167,604,1600,1
1/22/12,4624,3.119999886,3.119999886,0,0,0,2.980000019,0.140000001,0,49,221,682,1696,1
1/23/12,5386,3.720000029,3.720000029,0,0.25,1.809999943,1.659999967,0,7,69,150,772,1728,1
1/24/12,7824,5.320000172,5.320000172,0,0.660000026,0.660000026,4,0.01,18,67,248,677,1867,1
1/25/12,9477,6.440000057,6.440000057,0,2.220000029,1.809999943,2.400000095,0.01,39,73,184,672,1929,1
1/26/12,13743,9.350000381,9.350000381,0,0.819999993,0.589999974,7.929999828,0.01,32,119,266,584,2120,1
1/27/12,13474,9.159999847,9.159999847,0,2.940000057,1.429999948,4.769999981,0.02,56,91,295,493,2226,1
1/28/12,1727,1.169999957,1.169999957,0,0,0,1.169999957,0,1,28,136,709,1526,1
1/29/12,2525,1.720000029,1.720000029,0,0,0,1.529999971,0.189999998,0,20,227,736,1625,1
1/30/12,2978,2.029999971,2.029999971,0,0,0,2.019999981,0.01,3,29,216,662,1646,1
1/31/12,8214,5.590000153,5.590000153,0,0.790000021,0.850000024,3.930000067,0.02,21,73,216,709,1884,1
2/1/12,7345,4.989999771,4.989999771,0,0.75,0.899999976,3.329999924,0.01,19,45,218,630,1790,1
2/2/12,6775,4.610000134,4.610000134,0,0,0.129999995,4.480000019,0,11,77,199,720,1806,1
2/3/12,9133,6.210000038,6.210000038,0,0.469999999,0.379999995,5.360000134,0,12,91,296,513,1986,1
2/4/12,3593,2.430000067,2.430000067,0,0,0,2.420000076,0.01,1,39,250,659,1710,1
2/5/12,2793,1.899999976,1.899999976,0,0,0,1.870000005,0.029999999,1,26,176,762,1577,1
2/6/12,7959,6.53000021,6.53000021,0,3.180000067,0,2.720000029,0,38,39,179,653,1891,1
2/7/12,7212,4.900000095,4.900000095,0,0.370000005,0.540000021,3.99000001,0.01,20,59,223,684,1833,1
2/8/12,15008,11.72999954,11.72999954,0,5.059999943,1.210000038,4.639999866,0.01,72,60,250,558,2181,1
2/9/12,6585,4.480000019,4.480000019,0,0,0.389999986,4.059999943,0.02,13,66,166,756,1737,1
2/10/12,6689,4.550000191,4.550000191,0,0,0,4.519999981,0.029999999,7,57,234,727,1775,1
2/11/12,3593,2.440000057,2.440000057,0,0,0,2.440000057,0.01,4,35,197,649,1649,1
2/12/12,2983,2.019999981,2.019999981,0,0,0,1.830000043,0.189999998,0,39,205,741,1632,1
2/13/12,820,0.560000002,0.560000002,0,0,0,0.550000012,0.01,0,6,61,896,1366,1
2/14/12,5791,3.940000057,3.940000057,0,0.319999993,0.400000006,3.190000057,0.029999999,9,47,194,762,1703,1
2/15/12,17269,12.47999954,12.47999954,0,0.949999988,5.25,5.710000038,0.289999992,20,115,234,655,2118,1
2/16/12,13103,8.909999847,8.909999847,0,1.320000052,2.130000114,5.449999809,0.02,25,111,259,655,2059,1
2/17/12,8030,5.460000038,5.460000038,0,1.620000005,0.379999995,3.440000057,0.01,28,40,333,460,1970,1
2/18/12,13782,9.369999886,9.369999886,0,0.330000013,1.74000001,7.269999981,0.029999999,6,110,321,518,2031,1
2/19/12,9142,6.21999979,6.21999979,0,0,0,6.199999809,0.01,0,60,295,619,1833,1
2/20/12,6476,4.400000095,4.400000095,0,0,0,4.389999866,0.01,0,45,335,642,1835,1
2/21/12,5543,3.75999999,3.75999999,0,0,0,3.730000019,0.029999999,0,47,223,1049,1691,1
2/22/12,7946,5.449999809,5.449999809,0,1.480000019,1.669999957,2.289999962,0,25,65,175,690,1826,1
2/23/12,1181,0.800000012,0.800000012,0,0,0,0.800000012,0.01,0,27,140,719,1515,1
2/24/12,13497,9.199999809,9.199999809,0,1.730000019,2.5,4.849999905,0.119999997,32,81,291,518,2056,1
2/25/12,1952,1.330000043,1.330000043,0,0,0,1.320000052,0,1,20,166,747,1541,1
2/26/12,12063,8.199999809,8.199999809,0,0.889999986,0.810000002,6.400000095,0.109999999,13,81,270,560,1935,1
2/27/12,3999,2.710000038,2.710000038,0,0.029999999,0.029999999,2.609999895,0.029999999,38,37,236,588,1885,1
2/28/12,7429,5.050000191,5.050000191,0,0.159999996,0.239999995,4.639999866,0.01,10,69,230,637,1819,1
2/29/12,12113,8.239999771,8.239999771,0,3.00999999,1.470000029,3.730000019,0.029999999,49,60,214,606,1959,1
