ActivityDate,TotalSteps,TotalDistance,TrackerDistance,LoggedActivitiesDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,SedentaryActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories,id
1/22/14,2887,2.319999933,2.319999933,0,1.559999943,0.430000007,0.330000013,0,18,13,20,1389,1480,9
1/23/14,10329,8.289999962,8.289999962,0,3.119999886,0.699999988,4.46999979,0,59,54,93,771,1991,9
1/24/14,9979,8.010000229,8.010000229,0,2.640000105,0.209999993,5.170000076,0,53,64,98,896,1984,9
1/25/14,11655,9.350000381,9.350000381,0,2.380000114,0.529999971,6.440000057,0,64,69,104,739,2058,9
1/26/14,8913,7.150000095,7.150000095,0,1.600000024,0.839999974,4.710000038,0,30,78,138,662,1974,9
1/27/14,6980,5.599999905,5.599999905,0,0.810000002,0.119999997,4.670000076,0,34,49,96,792,1835,9
1/28/14,7522,6.059999943,6.059999943,0,1.769999981,0.100000001,4.190000057,0,41,35,107,816,1872,9
1/29/14,13086,10.5,10.5,0,3.089999914,0.800000012,6.619999886,0,81,52,106,753,2136,9
1/30/14,9691,7.769999981,7.769999981,0,2.440000057,0.779999971,4.550000191,0,48,62,112,796,1987,9
1/31/14,5981,4.800000191,4.800000191,0,2.180000067,0.870000005,1.75999999,0,33,31,78,972,1756,9
2/1/14,3266,2.619999886,2.619999886,0,0,0,2.619999886,0,11,34,61,815,1595,9
2/2/14,5930,4.760000229,4.760000229,0,0,0,4.760000229,0,21,47,125,902,1823,9
2/3/14,10712,8.579999924,8.579999924,0,1.480000019,0.159999996,6.929999828,0,51,55,202,856,2128,9
2/4/14,10797,8.68999958,8.68999958,0,2.170000076,0.189999998,6.329999924,0,47,72,223,728,2149,9
2/5/14,12178,9.859999657,9.859999657,0,4.440000057,0.779999971,4.650000095,0,58,73,179,850,2193,9
2/6/14,11334,9.109999657,9.109999657,0,3.470000029,0.870000005,4.78000021,0,65,49,138,904,2072,9
2/7/14,12491,10.05000019,10.05000019,0,3.569999933,1.320000052,5.159999847,0,62,78,141,914,2173,9
2/8/14,17669,14.19999981,14.19999981,0,6.610000134,1.379999995,6.210000038,0,105,79,139,652,2392,9
2/9/14,11701,9.390000343,9.390000343,0,2.859999895,0.860000014,5.670000076,0,58,79,122,678,2088,9
2/10/14,10772,8.640000343,8.640000343,0,1.720000029,0.200000003,6.710000038,0,48,87,149,774,2073,9
2/11/14,8060,6.480000019,6.480000019,0,0.99000001,0.270000011,5.21999979,0,43,49,88,843,1883,9
2/12/14,9902,7.949999809,7.949999809,0,3.390000105,0.709999979,3.849999905,0,55,46,127,747,1996,9
2/13/14,9080,7.28000021,7.28000021,0,2.819999933,0.289999992,4.159999847,0,46,55,101,741,1931,9
