ActivityDate,TotalSteps,TotalDistance,TrackerDistance,LoggedActivitiesDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,SedentaryActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories,id
1/30/15,3586,2.680000067,2.680000067,0,0,0,2.670000076,0,0,0,187,789,2540,20
1/31/15,3055,2.289999962,2.289999962,0,0,0,2.289999962,0,0,0,162,881,2315,20
2/1/15,3744,2.799999952,2.799999952,0,0,0,2.799999952,0,0,0,202,909,2399,20
2/2/15,3248,2.430000067,2.430000067,0,0,0,2.430000067,0,0,0,162,846,2216,20
2/3/15,4908,3.670000076,3.670000076,0,0,0,3.670000076,0,0,0,210,839,2397,20
2/4/15,2348,1.75999999,1.75999999,0,0,0,1.75999999,0,0,0,127,977,2152,20
2/5/15,3762,2.809999943,2.809999943,0,0,0.159999996,2.660000086,0,0,8,198,938,2531,20
2/6/15,4409,3.299999952,3.299999952,0,0,0,3.299999952,0,0,0,231,810,2497,20
2/7/15,2792,2.089999914,2.089999914,0,0,0,2.089999914,0,0,0,170,826,2276,20
2/8/15,3102,2.319999933,2.319999933,0,0,0,2.319999933,0,0,0,165,961,2242,20
2/9/15,3651,2.730000019,2.730000019,0,0,0,2.730000019,0,0,0,159,855,2285,20
2/10/15,3373,2.519999981,2.519999981,0,0,0,2.519999981,0,0,0,168,1080,2286,20
2/11/15,2976,2.230000019,2.230000019,0,0,0,2.230000019,0,0,0,161,1035,2309,20
2/12/15,1943,1.450000048,1.450000048,0,0,0,1.450000048,0,0,0,122,831,2236,20
2/13/15,3925,2.940000057,2.940000057,0,0,0,2.940000057,0,0,0,169,752,2582,20
2/14/15,3093,2.309999943,2.309999943,0,0,0,2.309999943,0,0,0,190,824,2432,20
2/15/15,3379,2.529999971,2.529999971,0,0,0,2.529999971,0,0,0,177,797,2460,20
2/16/15,2915,2.180000067,2.180000067,0,0,0,2.180000067,0,0,0,161,999,2275,20
2/17/15,3201,2.390000105,2.390000105,0,0,0,2.390000105,0,0,0,156,895,2321,20
2/18/15,1748,1.309999943,1.309999943,0,0,0,1.309999943,0,0,0,104,867,2124,20
2/19/15,3330,2.49000001,2.49000001,0,0,0,2.49000001,0,0,0,147,886,2230,20
2/20/15,1902,1.419999957,1.419999957,0,0,0,1.419999957,0,0,0,123,1096,2141,20
2/21/15,4302,3.220000029,3.220000029,0,0,0,3.220000029,0,0,0,143,1297,2342,20
2/22/15,2823,2.109999895,2.109999895,0,0,0,2.109999895,0,0,0,152,868,2223,20
2/23/15,13790,10.31000042,10.31000042,0,6.820000172,0.409999996,3.089999914,0,99,15,164,829,3289,20
2/24/15,2800,2.089999914,2.089999914,0,0,0,2.089999914,0,0,0,118,986,2186,20
2/25/15,2337,1.75,1.75,0,0,0,1.75,0,0,0,108,941,2110,20
2/26/15,2615,1.960000038,1.960000038,0,0,0,1.960000038,0,0,0,128,895,2183,20
2/27/15,4007,3,3,0,0,0,3,0,0,0,168,1040,2271,20
2/28/15,3102,2.319999933,2.319999933,0,0,0,2.319999933,0,0,0,187,885,2321,20
3/1/15,1421,1.059999943,1.059999943,0,0,0,1.039999962,0,0,0,82,869,2014,20
3/2/15,1477,1.100000024,1.100000024,0,0,0,1.100000024,0,0,0,69,999,1982,20
3/3/15,4101,3.069999933,3.069999933,0,0,0,3.069999933,0,0,0,151,819,2338,20
3/4/15,3518,2.630000114,2.630000114,0,0,0,2.589999914,0,0,0,129,894,2233,20
3/5/15,4177,3.119999886,3.119999886,0,0,0,3.119999886,0,0,0,158,949,2301,20
3/6/15,5195,3.890000105,3.890000105,0,0.589999974,0.159999996,3.130000114,0,8,4,180,823,2563,20
3/7/15,1729,1.289999962,1.289999962,0,0.059999999,0.039999999,1.190000057,0,5,5,85,815,2263,20
3/8/15,1851,1.379999995,1.379999995,0,0,0,1.379999995,0,0,0,109,936,2175,20
3/9/15,1459,1.090000033,1.090000033,0,0,0,1.090000033,0,0,0,81,900,2091,20
3/10/15,2978,2.230000019,2.230000019,0,0,0,2.230000019,0,0,0,144,814,2236,20
3/11/15,2594,1.940000057,1.940000057,0,0,0,1.940000057,0,0,0,120,1003,2284,20
3/12/15,1534,1.149999976,1.149999976,0,0,0,1.149999976,0,0,0,72,978,2054,20
3/13/15,3392,2.539999962,2.539999962,0,0,0,2.539999962,0,0,0,181,981,2424,20
3/14/15,3515,2.630000114,2.630000114,0,0,0,2.630000114,0,0,0,178,1005,2438,20
3/15/15,1822,1.360000014,1.360000014,0,0,0,1.360000014,0,0,0,106,951,2179,20
3/16/15,2241,1.679999948,1.679999948,0,0,0,1.620000005,0,0,0,106,865,2153,20
3/17/15,1154,0.860000014,0.860000014,0,0,0,0.860000014,0,0,0,57,989,1975,20
3/18/15,931,0.699999988,0.699999988,0,0,0,0.699999988,0,0,0,50,940,1971,20
3/19/15,3246,2.430000067,2.430000067,0,0,0,2.400000095,0,0,0,123,888,2223,20
3/20/15,4763,3.569999933,3.569999933,0,0,0,3.569999933,0,0,0,218,872,2529,20
3/21/15,3375,2.529999971,2.529999971,0,0.129999995,0.050000001,2.349999905,0,2,8,257,801,2857,20
3/22/15,2202,1.649999976,1.649999976,0,0,0,1.649999976,0,0,0,111,598,2334,20
3/23/15,3407,2.549999952,2.549999952,0,0,0,2.549999952,0,0,0,130,870,2355,20
3/24/15,4696,3.519999981,3.519999981,0,0,0,3.460000038,0,0,0,213,812,2437,20
3/25/15,3285,2.460000038,2.460000038,0,0,0,2.460000038,0,0,0,167,830,2330,20
3/26/15,2390,1.789999962,1.789999962,0,0,0,1.789999962,0,0,0,113,977,2143,20
3/27/15,3023,2.25999999,2.25999999,0,0,0,2.25999999,0,0,0,131,901,2170,20
3/28/15,1885,1.409999967,1.409999967,0,0,0,1.409999967,0,0,0,91,1026,2127,20
3/29/15,1808,1.350000024,1.350000024,0,0,0,1.350000024,0,0,0,103,816,2171,20
3/30/15,3614,2.710000038,2.710000038,0,0,0,2.710000038,0,0,0,171,884,2383,20
3/31/15,2666,2,2,0,0,0,2,0,0,0,110,782,2183,20
4/1/15,1850,1.389999986,1.389999986,0,0,0,1.389999986,0,0,0,109,911,2129,20
4/2/15,2935,2.200000048,2.200000048,0,0,0,2.200000048,0,0,0,138,779,2303,20
4/3/15,477,0.360000014,0.360000014,0,0,0,0.300000012,0,0,0,23,1417,1832,20
4/4/15,3062,2.289999962,2.289999962,0,0,0,0,0,0,0,0,1440,2221,20
4/5/15,2575,1.929999948,1.929999948,0,0,0,0,0,0,0,0,1440,2194,20
4/6/15,3601,2.700000048,2.700000048,0,0,0,0,0,0,0,0,1440,2265,20
4/7/15,2944,2.210000038,2.210000038,0,0,0,0,0,0,0,0,1440,2149,20
4/8/15,3615,2.710000038,2.710000038,0,0,0,0,0,0,0,0,1440,2365,20
4/9/15,2424,1.820000052,1.820000052,0,0,0,0,0,0,0,0,1440,2195,20
4/10/15,2983,2.230000019,2.230000019,0,0,0,0,0,0,0,0,1440,2277,20
4/11/15,3154,2.359999895,2.359999895,0,0,0,0,0,0,0,0,1440,2293,20
4/12/15,2117,1.590000033,1.590000033,0,0,0,0,0,0,0,0,1440,2135,20
4/13/15,3525,2.640000105,2.640000105,0,0,0,1.470000029,0,0,0,96,1344,2391,20
4/14/15,3240,2.430000067,2.430000067,0,0,0,2.430000067,0,0,0,152,711,2254,20
4/15/15,2722,2.039999962,2.039999962,0,0,0,2.039999962,0,0,0,132,824,2251,20
4/16/15,4743,3.549999952,3.549999952,0,0.07,0.579999983,2.900000095,0,1,22,210,1207,2649,20
4/17/15,3425,2.569999933,2.569999933,0,0,0,2.569999933,0,0,0,168,813,2329,20
4/18/15,3824,2.859999895,2.859999895,0,0,0,2.859999895,0,0,0,193,830,2498,20
4/19/15,2004,1.5,1.5,0,0,0,1.5,0,0,0,124,1008,2241,20
4/20/15,5411,4.050000191,4.050000191,0,0,0,4.050000191,0,0,0,220,916,2636,20
4/21/15,2972,2.230000019,2.230000019,0,0,0,0.230000004,0,0,0,23,1001,2196,20
4/22/15,3269,2.450000048,2.450000048,0,0,0,0,0,0,0,0,1440,2275,20
4/23/15,6738,5.070000172,5.070000172,0,0,0,0,0,0,0,0,1440,2534,20
4/24/15,2963,2.220000029,2.220000029,0,0,0,0,0,0,0,0,1440,2311,20
4/25/15,7197,5.389999866,5.389999866,0,1.230000019,0.959999979,2.849999905,0,16,15,143,1061,2567,20
4/26/15,1899,1.419999957,1.419999957,0,0,0,1.419999957,0,0,0,81,973,2054,20
4/27/15,4095,3.069999933,3.069999933,0,0,0,3.069999933,0,0,0,121,1319,2202,20
4/28/15,3454,2.589999914,2.589999914,0,0,0,2.589999914,0,0,0,159,948,2254,20
4/29/15,3405,2.549999952,2.549999952,0,0,0,2.549999952,0,0,0,183,851,2451,20
4/30/15,4206,3.150000095,3.150000095,0,0,0,3.150000095,0,0,0,165,736,2362,20
5/1/15,10525,7.880000114,7.880000114,0,3.690000057,1.330000043,2.859999895,0,57,31,219,677,3115,20
5/2/15,3290,2.460000038,2.460000038,0,0,0,2.460000038,0,0,0,161,888,2402,20
5/3/15,3078,2.309999943,2.309999943,0,0,0,2.309999943,0,0,0,135,1276,2301,20
5/4/15,5881,4.400000095,4.400000095,0,0.230000004,0.349999994,3.819999933,0,3,10,209,781,2755,20
5/5/15,5156,3.859999895,3.859999895,0,0,0,3.859999895,0,0,0,194,862,2498,20
5/6/15,3368,2.519999981,2.519999981,0,0,0,2.519999981,0,0,0,154,810,2294,20
5/7/15,3871,2.900000095,2.900000095,0,0,0,2.890000105,0,0,0,150,830,2296,20
5/8/15,3056,2.289999962,2.289999962,0,0,0,2.289999962,0,0,0,121,997,2184,20
5/9/15,4940,3.700000048,3.700000048,0,0.25,0.310000002,3.140000105,0,4,10,211,771,2556,20
5/10/15,3255,2.440000057,2.440000057,0,0,0,2.440000057,0,0,0,177,945,2316,20
5/11/15,1769,1.330000043,1.330000043,0,0,0,1.330000043,0,0,0,115,946,2135,20
5/12/15,1989,1.49000001,1.49000001,0,0,0,1.49000001,0,0,0,99,847,2117,20
5/13/15,1580,1.200000048,1.200000048,0,0,0,0.379999995,0,0,0,23,1122,1858,20
5/14/15,2819,2.109999895,2.109999895,0,0,0,2.109999895,0,0,0,127,1043,2198,20
5/15/15,5400,4.039999962,4.039999962,0,0,0,4.039999962,0,0,0,174,876,2466,20
5/16/15,3885,2.910000086,2.910000086,0,0,0,2.910000086,0,0,0,155,896,2372,20
5/17/15,1527,1.139999986,1.139999986,0,0,0,1.139999986,0,0,0,85,818,2076,20
5/18/15,2788,2.089999914,2.089999914,0,0,0,2.089999914,0,0,0,106,897,2171,20
5/19/15,4178,3.130000114,3.130000114,0,0,0,3.130000114,0,0,0,130,831,2303,20
5/20/15,2964,2.220000029,2.220000029,0,0,0,2.220000029,0,0,0,165,949,2359,20
5/21/15,4710,3.529999971,3.529999971,0,0.310000002,0.189999998,3.019999981,0,5,4,161,902,2527,20
5/22/15,3284,2.460000038,2.460000038,0,0,0,2.460000038,0,0,0,152,900,2385,20
5/23/15,5999,4.489999771,4.489999771,0,0.07,0.409999996,4.010000229,0,23,28,246,657,3018,20
5/24/15,2747,2.059999943,2.059999943,0,0,0,2.059999943,0,0,0,124,1000,2350,20
5/25/15,1592,1.190000057,1.190000057,0,0,0,0.349999994,0,0,0,33,972,1894,20
5/26/15,10144,7.599999905,7.599999905,0,0,0,0,0,0,0,0,1440,2989,20
5/27/15,2889,2.160000086,2.160000086,0,0,0,0,0,0,0,0,1440,2223,20
5/28/15,2802,2.099999905,2.099999905,0,0,0,1.570000052,0,0,0,92,1348,2154,20
5/29/15,3801,2.849999905,2.849999905,0,0,0,2.849999905,0,0,0,155,801,2285,20
5/30/15,4311,3.230000019,3.230000019,0,0,0,3.230000019,0,0,0,207,976,2487,20
5/31/15,1774,1.330000043,1.330000043,0,0,0,1.330000043,0,0,0,81,1359,2065,20
6/1/15,2115,1.580000043,1.580000043,0,0,0,1.580000043,0,0,0,97,997,2084,20
6/2/15,3375,2.529999971,2.529999971,0,0,0,2.529999971,0,0,0,133,889,2230,20
6/3/15,2018,1.50999999,1.50999999,0,0,0,1.5,0,0,0,112,914,2153,20
6/4/15,1407,1.049999952,1.049999952,0,0,0.01,1.039999962,0,0,5,79,915,2162,20
6/5/15,3194,2.390000105,2.390000105,0,0,0,2.390000105,0,0,0,158,799,2356,20
6/6/15,7476,5.650000095,5.650000095,0,1.090000033,0.439999998,4.119999886,0,13,13,262,802,2975,20
6/7/15,10428,7.840000153,7.840000153,0,1.210000038,0.449999988,6.170000076,0,19,9,245,746,3122,20
6/8/15,3152,2.359999895,2.359999895,0,0,0,0.07,0,0,0,6,1434,2203,20
6/9/15,2609,1.950000048,1.950000048,0,0,0,0,0,0,0,0,1440,2201,20
6/10/15,2473,1.850000024,1.850000024,0,0,0,0,0,0,0,0,1440,2164,20
6/11/15,2624,1.970000029,1.970000029,0,0,0,0,0,0,0,0,1440,2191,20
6/12/15,3642,2.730000019,2.730000019,0,0,0,0,0,0,0,0,1440,2286,20
6/13/15,5344,4,4,0,0,0,0,0,0,0,0,1440,2570,20
6/14/15,3883,2.930000067,2.930000067,0,0,0,2.660000086,0,0,0,151,998,2386,20
6/15/15,3319,2.49000001,2.49000001,0,0,0,2.49000001,0,0,0,137,870,2234,20
6/16/15,4146,3.109999895,3.109999895,0,0.239999995,0.560000002,2.289999962,0,5,12,131,915,2367,20
6/17/15,3712,2.779999971,2.779999971,0,0,0,2.779999971,0,0,0,135,1305,2253,20
6/18/15,4004,3,3,0,0,0,3,0,0,0,182,894,2323,20
6/19/15,7461,5.590000153,5.590000153,0,0.439999998,0.159999996,4.989999771,0,6,4,253,729,2778,20
6/20/15,3331,2.49000001,2.49000001,0,0,0,1.879999995,0,0,0,104,986,2283,20
6/21/15,3382,2.529999971,2.529999971,0,0,0,0,0,0,0,0,1440,2381,20
6/22/15,155,0.119999997,0.119999997,0,0,0,0,0,0,0,0,1440,1800,20
6/23/15,2556,1.909999967,1.909999967,0,0,0,0,0,0,0,0,1440,2162,20
6/24/15,3010,2.25,2.25,0,0,0,0,0,0,0,0,1440,2281,20
6/25/15,2757,2.059999943,2.059999943,0,0,0,0,0,0,0,0,1440,2309,20
6/26/15,3883,2.910000086,2.910000086,0,0,0,0,0,0,0,0,1440,2348,20
6/27/15,3072,2.299999952,2.299999952,0,0,0,1.720000029,0,0,0,122,1318,2302,20
6/28/15,2521,1.889999986,1.889999986,0,0,0,1.889999986,0,0,0,113,1327,2111,20
6/29/15,2440,1.830000043,1.830000043,0,0,0,1.830000043,0,0,0,112,945,2117,20
6/30/15,3409,2.549999952,2.549999952,0,0.370000005,0.129999995,2.049999952,0,5,2,102,856,2175,20
7/1/15,1486,1.110000014,1.110000014,0,0,0,1.110000014,0,0,0,99,782,2135,20
7/2/15,3283,2.460000038,2.460000038,0,0,0,2.460000038,0,0,0,140,891,2280,20
7/3/15,2091,1.570000052,1.570000052,0,0,0,1.570000052,0,0,0,91,998,2101,20
7/4/15,3516,2.630000114,2.630000114,0,0,0.230000004,2.400000095,0,0,38,295,663,3046,20
7/5/15,2217,1.659999967,1.659999967,0,0,0,1.659999967,0,0,0,119,902,2213,20
7/6/15,5322,3.99000001,3.99000001,0,0,0,3.960000038,0,0,0,178,908,2407,20
7/7/15,7565,5.670000076,5.670000076,0,2.410000086,1.320000052,1.940000057,0,39,24,127,779,2665,20
7/8/15,2799,2.099999905,2.099999905,0,0,0,2.099999905,0,0,0,120,956,2257,20
7/9/15,2966,2.220000029,2.220000029,0,0,0,2.220000029,0,0,0,116,917,2193,20
