ActivityDate,TotalSteps,TotalDistance,TrackerDistance,LoggedActivitiesDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,SedentaryActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories,id
9/24/13,1043,0.839999974,0.839999974,0,0,0,0.839999974,0,2,14,16,1408,2099,14
9/25/13,9961,8.369999886,8.369999886,0.321859986,0.330000013,0.469999999,6.889999866,0,102,94,77,1167,3942,14
9/26/13,5286,4.269999981,4.269999981,0,0.039999999,0,4.190000057,0,58,62,51,1269,2772,14
9/27/13,4586,3.670000076,3.670000076,0,1.00999999,0.49000001,2.180000067,0,26,29,25,1360,2372,14
9/28/13,15939,12.77000046,12.77000046,0,3,3.890000105,5.849999905,0,56,163,75,1146,3322,14
9/29/13,849,0.680000007,0.680000007,0,0,0,0.680000007,0,2,9,16,1413,2075,14
9/30/13,8488,6.800000191,6.329999924,0.482800007,2.24000001,0.389999986,4.170000076,0,105,65,66,1204,3515,14
10/1/13,7860,6.300000191,6.300000191,0,2.75,0.560000002,2.99000001,0,39,51,79,1271,2699,14
10/2/13,8586,6.880000114,6.880000114,0,3.619999886,0.560000002,2.690000057,0,170,54,47,1169,4277,14
10/3/13,3890,3.130000114,3.130000114,0,0,0,3.119999886,0,9,44,47,1340,2353,14
10/4/13,7559,6.079999924,6.079999924,0,2.400000095,0.119999997,3.539999962,0,36,55,53,1296,2657,14
10/5/13,2336,1.870000005,1.870000005,0,0.970000029,0.159999996,0.74000001,0,15,10,15,1400,2191,14
10/6/13,2337,1.879999995,1.879999995,0,0,0,1.870000005,0,3,30,38,1369,2228,14
10/7/13,8179,6.559999943,6.559999943,0,0.579999983,2.00999999,3.950000048,0,22,94,77,1247,2742,14
10/8/13,5127,4.119999886,4.119999886,0,1.25999999,0.230000004,2.609999895,0,102,84,36,1218,3996,14
10/9/13,10154,8.180000305,8.180000305,0,4.090000153,1.169999957,2.880000114,0,141,99,62,1138,4459,14
10/10/13,7152,5.730000019,5.730000019,0,3.369999886,0.519999981,1.850000024,0,45,40,20,1335,2575,14
10/11/13,10590,8.5,8.5,0,2.289999962,0.850000024,5.28000021,0,42,97,83,1218,2960,14
10/12/13,8203,6.590000153,6.590000153,0,3.069999933,0.889999986,2.609999895,0,48,44,28,1320,2675,14
10/13/13,1484,1.190000057,1.190000057,0,0.5,0.189999998,0.5,0,6,13,11,1410,2139,14
10/14/13,3783,3.069999933,3.069999933,0,0.560000002,0.839999974,1.629999995,0,12,39,23,1366,2318,14
10/15/13,3815,3.069999933,3.069999933,0,1.090000033,0,1.960000038,0,93,36,35,1276,3594,14
10/16/13,12020,10.17000008,10.17000008,0,5.269999981,0.860000014,3.960000038,0,59,84,40,1257,3022,14
10/17/13,6553,5.25,5.25,0,1.620000005,0.529999971,3.099999905,0,117,61,53,1209,3930,14
10/18/13,5107,4.099999905,4.099999905,0,0.319999993,0.239999995,3.529999971,0,19,49,47,1325,2459,14
10/19/13,180,0.140000001,0.140000001,0,0,0,0.140000001,0,1,1,3,1435,2011,14
10/20/13,0,0,0,0,0,0,0,0,0,0,0,1440,1992,14
10/21/13,12163,9.779999733,9.779999733,0,1.700000048,1.299999952,6.739999771,0,43,116,111,1170,3206,14
10/22/13,4981,4.03000021,4.03000021,0,0.449999988,0.699999988,2.839999914,0,103,89,38,1210,4014,14
10/23/13,12960,10.42000008,10.42000008,0,3.069999933,1.379999995,5.929999828,0,133,124,93,1090,4427,14
10/24/13,1980,1.720000029,1.720000029,0,0.910000026,0.090000004,0.730000019,0,11,11,18,1400,2182,14
10/25/13,5152,4.139999866,4.139999866,0,0,0,4.130000114,0,17,55,48,1320,2470,14
10/26/13,20742,16.64999962,16.64999962,0,11.89000034,1.019999981,3.700000048,0,144,71,81,1144,3717,14
10/27/13,1418,1.139999986,1.139999986,0,0,0,1.139999986,0,1,20,28,1391,2190,14
10/28/13,8129,6.519999981,6.519999981,0,2.869999886,0.389999986,3.25,0,97,74,50,1219,3617,14
10/29/13,7522,6.050000191,6.050000191,0,1.600000024,0.860000014,3.569999933,0,25,71,89,1255,2709,14
