ActivityDate,TotalSteps,TotalDistance,TrackerDistance,LoggedActivitiesDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,SedentaryActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories,id
1/27/12,7576,4.920000076,4.920000076,0,0,0,4.920000076,0.01,17,59,80,1284,1533,30
1/28/12,9797,6.369999886,6.369999886,0,0,0,6.360000134,0,31,76,175,1111,1752,30
1/29/12,8722,5.670000076,5.670000076,0,0,0.400000006,5.260000229,0.01,21,71,155,278,1681,30
1/30/12,5296,3.440000057,3.440000057,0,0,0.389999986,3.049999952,0,14,47,99,318,1508,30
1/31/12,12115,9.260000229,8.789999962,4.828030109,6.389999866,0.200000003,2.660000086,0.01,45,44,140,1178,1792,30
2/1/12,7580,4.929999828,4.929999828,0,0.289999992,0.330000013,4.300000191,0.01,19,51,98,675,1540,30
2/2/12,9825,6.389999866,6.389999866,0,1.029999971,0.970000029,4.369999886,0.01,23,72,176,1169,1713,30
2/3/12,8711,5.659999847,5.659999847,0,0.209999993,0.5,4.940000057,0.01,22,76,58,766,1574,30
2/4/12,8942,5.809999943,5.809999943,0,0.340000004,0.550000012,4.920000076,0,32,70,167,817,1733,30
2/5/12,15106,12.36999989,12.36999989,0,5.380000114,0.639999986,4.889999866,0.02,59,62,172,866,1980,30
2/6/12,9495,7.849999905,7.849999905,0,3.619999886,0.310000002,2.960000038,0,46,42,98,1254,1732,30
2/7/12,9503,7.800000191,7.800000191,0,3.099999905,0.25,3.519999981,0.01,27,44,139,588,1695,30
2/8/12,6372,4.139999866,4.139999866,0,0.569999993,0.25999999,3.299999952,0.01,11,34,139,1256,1501,30
2/9/12,12493,10.25,10.25,0,4.5,0.219999999,4.309999943,0,42,70,184,1144,1873,30
2/10/12,7300,4.75,4.75,0,0.189999998,0.310000002,4.230000019,0.01,16,69,187,1168,1665,30
2/11/12,5421,3.519999981,3.519999981,0,0.209999993,0.589999974,2.710000038,0.01,8,45,137,1250,1515,30
2/12/12,10769,7,7,0,0,0,0.649999976,0,0,10,47,912,1274,30
2/13/12,8258,5.369999886,5.369999886,0,0,0,0,0,0,0,0,1128,1188,30
2/14/12,6413,4.170000076,4.170000076,0,0,0,0.550000012,0,0,7,28,563,1242,30
2/15/12,4704,3.059999943,3.059999943,0,0,0,3.059999943,0,8,38,82,1312,1426,30
2/16/12,5832,3.789999962,3.789999962,0,0.140000001,0.200000003,3.450000048,0,21,44,108,1267,1541,30
2/17/12,10128,8.229999542,8.229999542,0,3.559999943,0.790000021,2.900000095,0.02,33,57,173,1177,1808,30
2/18/12,5207,3.380000114,3.380000114,0,0,0,3.329999924,0.050000001,12,34,146,729,1516,30
2/19/12,4218,2.74000001,2.74000001,0,0,0,2.730000019,0.01,6,33,147,293,1483,30
2/20/12,6473,4.210000038,4.210000038,0,0.409999996,0.600000024,3.190000057,0,20,49,125,493,1570,30
2/21/12,6372,4.139999866,4.139999866,0,0,0,4.139999866,0,21,46,117,524,1555,30
2/22/12,13466,10.84000015,10.84000015,0,4.150000095,0.730000019,4.760000229,0,42,71,192,424,1922,30
2/23/12,10015,8.430000305,8.430000305,0,4.25,0.649999976,2.430000067,0.01,41,54,119,1226,1765,30
2/24/12,6906,5.300000191,5.300000191,0,1.899999976,0.50999999,2.420000076,0.01,18,50,144,1228,1611,30
2/25/12,4891,3.180000067,3.180000067,0,0,0,3.180000067,0,10,49,104,1277,1500,30
2/26/12,4276,2.779999971,2.779999971,0,0,0,2.769999981,0.01,7,43,156,1234,1528,30
2/27/12,11893,8.430000305,8.430000305,0,1.99000001,0.779999971,5.25,0.01,49,83,155,1153,1906,30
2/28/12,11893,8.430000305,8.430000305,0,0,0,0,0,0,0,0,1440,1188,30
2/29/12,8884,5.900000095,5.900000095,0,0,0,0,0,0,0,0,1440,1188,30
3/1/12,7651,4.96999979,4.96999979,0,0,0,0,0,0,0,0,1440,1188,30
3/2/12,2912,1.889999986,1.889999986,0,0,0,0,0,0,0,0,1360,1188,30
3/3/12,9700,7.699999809,7.699999809,0,0,0,0,0,0,0,0,1440,1188,30
3/4/12,9508,7.599999905,7.599999905,0,0,0,0,0,0,0,0,1440,1188,30
3/5/12,5322,3.460000038,3.460000038,0,0,0,0.800000012,0,0,6,46,1388,1265,30
3/6/12,11623,8.069999695,8.069999695,0,0.899999976,1.139999986,3.390000105,0,27,51,132,1230,1627,30
3/7/12,8355,5.429999828,5.429999828,0,0.709999979,1.24000001,2.880000114,0,17,54,129,1240,1580,30
3/8/12,15426,12.13000011,12.13000011,0,4.909999847,1.830000043,4.170000076,0.029999999,54,91,163,1132,1995,30
3/9/12,15426,12.13000011,12.13000011,0,3.829999924,0.74000001,3.299999952,0,52,52,149,1187,1806,30
3/10/12,11339,8.529999733,8.529999733,0,3.200000048,0.039999999,3.049999952,0.02,38,38,122,1242,1676,30
3/11/12,8724,7.159999847,7.159999847,0,0,0,4.699999809,0.119999997,9,57,185,1189,1640,30
3/12/12,11861,10.43000031,10.43000031,0,5.260000229,0,3.619999886,0,47,49,72,1241,1771,30
3/13/12,6105,3.970000029,3.970000029,0,0.910000026,0.449999988,2.599999905,0,26,36,74,1081,1498,30
3/14/12,0,0,0,0,0,0,0,0,0,0,0,1440,1188,30
3/15/12,0,0,0,0,0,0,0,0,0,0,0,1440,1188,30
3/16/12,0,0,0,0,0,0,0,0,0,0,0,1440,1188,30
3/17/12,0,0,0,0,0,0,0,0,0,0,0,1440,1188,30
3/18/12,0,0,0,0,0,0,0,0,0,0,0,1440,1188,30
3/19/12,0,0,0,0,0,0,0,0,0,0,0,1440,1188,30
3/20/12,0,0,0,0,0,0,0,0,0,0,0,1440,1188,30
3/21/12,0,0,0,0,0,0,0,0,0,0,0,1440,1188,30
3/22/12,0,0,0,0,0,0,0,0,0,0,0,1440,1188,30
3/23/12,0,0,0,0,0,0,0,0,0,0,0,1440,1188,30
3/24/12,0,0,0,0,0,0,0,0,0,0,0,1440,1188,30
3/25/12,0,0,0,0,0,0,0,0,0,0,0,1440,1188,30
3/26/12,63,0.039999999,0.039999999,0,0,0,0,0,0,1,1,1438,1192,30
3/27/12,12712,10.55000019,10.55000019,0,0,0,0,0,0,0,0,1352,1188,30
3/28/12,5190,3.369999886,3.369999886,0,0,0,0,0,0,0,0,1440,1188,30
3/29/12,10126,8.989999771,8.989999771,0,0,0,0,0,0,0,0,1440,1188,30
3/30/12,8007,5.199999809,5.199999809,0,0,0,0,0,0,0,0,1440,1188,30
3/31/12,7865,5.110000134,5.110000134,0,0,0,0,0,0,0,0,1440,1188,30
4/1/12,13029,11.34000015,11.34000015,0,5.980000019,0.769999981,2.890000105,0,58,48,137,1197,1935,30
4/2/12,6127,3.980000019,3.980000019,0,0,0,3.980000019,0.01,26,33,80,1301,1503,30
4/3/12,7571,4.920000076,4.920000076,0,0.400000006,0.460000008,4.059999943,0.01,17,66,110,1247,1581,30
4/4/12,10538,9.229999542,9.229999542,0,5.230000019,0.310000002,2.329999924,0.01,44,45,131,1220,1792,30
4/5/12,8715,7.090000153,7.090000153,0,3.190000057,0.379999995,2.690000057,0.01,33,35,162,1210,1712,30
4/6/12,6995,4.550000191,4.550000191,0,0.330000013,0.469999999,3.74000001,0,20,57,77,1286,1534,30
4/7/12,4985,3.24000001,3.24000001,0,0.280000001,0.5,2.450000048,0.01,12,44,112,1272,1501,30
4/8/12,7492,4.869999886,4.869999886,17.70277977,2.529999971,0.230000004,1.679999948,0.02,62,27,158,1193,1709,30
4/9/12,5441,3.539999962,3.539999962,0,0,0,0,0,0,0,0,1440,1188,30
4/10/12,11017,8.18999958,8.18999958,0,0,0,2.130000114,0,9,28,48,1355,1370,30
4/11/12,7251,4.710000038,4.710000038,0,0.779999971,0.419999987,3.50999999,0,30,51,73,1286,1555,30
4/12/12,9505,7.329999924,7.329999924,0,2.819999933,0.790000021,3.059999943,0.01,35,59,105,1241,1693,30
4/13/12,8202,5.329999924,5.329999924,0,0.639999986,0.720000029,3.970000029,0,21,64,101,1254,1592,30
4/14/12,11204,10.43999958,10.43999958,0,6.039999962,0.07,2.529999971,0,41,24,212,1163,1868,30
4/15/12,5111,3.319999933,3.319999933,0,0.680000007,1.330000043,1.309999943,0,14,39,68,1319,1455,30
4/16/12,7025,4.570000172,4.570000172,0,0.289999992,0.400000006,3.869999886,0,21,46,164,1209,1621,30
4/17/12,5603,3.640000105,3.640000105,0,0,0,3.640000105,0,16,42,71,1311,1473,30
4/18/12,10164,8.130000114,8.130000114,0,2.420000076,0.310000002,4.539999962,0,27,76,183,1154,1813,30
4/19/12,13755,12.97000027,12.97000027,0,8.029999733,0,2.640000105,0,60,40,136,1204,1937,30
4/20/12,6096,3.960000038,3.960000038,0,0,0,3.960000038,0,19,50,126,1245,1559,30
4/21/12,2023,1.309999943,1.309999943,0,0,0,1.309999943,0,1,27,147,1265,1442,30
4/22/12,460,0.300000012,0.300000012,0,0,0,0.300000012,0,0,5,20,1415,1229,30
4/23/12,0,0,0,0,0,0,0,0,0,0,0,1440,1188,30
4/24/12,0,0,0,0,0,0,0,0,0,0,0,1440,1188,30
4/25/12,0,0,0,0,0,0,0,0,0,0,0,1440,1188,30
4/26/12,0,0,0,0,0,0,0,0,0,0,0,1440,1188,30
4/27/12,0,0,0,0,0,0,0,0,0,0,0,1440,1188,30
4/28/12,0,0,0,0,0,0,0,0,0,0,0,1440,1188,30
4/29/12,0,0,0,0,0,0,0,0,0,0,0,1440,1188,30
4/30/12,0,0,0,0,0,0,0,0,0,0,0,1440,1188,30
5/1/12,0,0,0,0,0,0,0,0,0,0,0,1440,1188,30
5/2/12,0,0,0,0,0,0,0,0,0,0,0,1440,1188,30
5/3/12,0,0,0,0,0,0,0,0,0,0,0,1440,1188,30
5/4/12,0,0,0,0,0,0,0,0,0,0,0,1440,1188,30
5/5/12,0,0,0,0,0,0,0,0,0,0,0,1440,1188,30
5/6/12,0,0,0,0,0,0,0,0,0,0,0,1440,1188,30
5/7/12,0,0,0,0,0,0,0,0,0,0,0,1440,1188,30
5/8/12,0,0,0,0,0,0,0,0,0,0,0,1440,1188,30
5/9/12,0,0,0,0,0,0,0,0,0,0,0,1440,1188,30
5/10/12,0,0,0,0,0,0,0,0,0,0,0,1440,1188,30
5/11/12,0,0,0,0,0,0,0,0,0,0,0,1440,1188,30
5/12/12,0,0,0,0,0,0,0,0,0,0,0,1440,1188,30
5/13/12,0,0,0,0,0,0,0,0,0,0,0,1440,1188,30
5/14/12,0,0,0,0,0,0,0,0,0,0,0,1440,1188,30
5/15/12,0,0,0,0,0,0,0,0,0,0,0,1440,1188,30
5/16/12,0,0,0,0,0,0,0,0,0,0,0,1440,1188,30
5/17/12,0,0,0,0,0,0,0,0,0,0,0,1440,1188,30
5/18/12,0,0,0,0,0,0,0,0,0,0,0,1440,1188,30
5/19/12,0,0,0,0,0,0,0,0,0,0,0,1440,1188,30
5/20/12,0,0,0,0,0,0,0,0,0,0,0,1440,1188,30
5/21/12,0,0,0,0,0,0,0,0,0,0,0,1440,1188,30
5/22/12,0,0,0,0,0,0,0,0,0,0,0,1440,1188,30
5/23/12,0,0,0,0,0,0,0,0,0,0,0,1440,1188,30
5/24/12,0,0,0,0,0,0,0,0,0,0,0,1440,1188,30
5/25/12,0,0,0,0,0,0,0,0,0,0,0,1440,1188,30
5/26/12,0,0,0,0,0,0,0,0,0,0,0,1440,1188,30
5/27/12,0,0,0,0,0,0,0,0,0,0,0,1440,1188,30
5/28/12,0,0,0,0,0,0,0,0,0,0,0,1440,1188,30
5/29/12,0,0,0,0,0,0,0,0,0,0,0,1440,1188,30
5/30/12,0,0,0,0,0,0,0,0,0,0,0,1440,1188,30
5/31/12,0,0,0,0,0,0,0,0,0,0,0,1440,1188,30
6/1/12,0,0,0,0,0,0,0,0,0,0,0,1440,1188,30
6/2/12,0,0,0,0,0,0,0,0,0,0,0,1440,1188,30
6/3/12,0,0,0,0,0,0,0,0,0,0,0,1440,1188,30
6/4/12,0,0,0,0,0,0,0,0,0,0,0,1440,1188,30
6/5/12,0,0,0,0,0,0,0,0,0,0,0,1440,1188,30
6/6/12,0,0,0,0,0,0,0,0,0,0,0,1440,1188,30
6/7/12,0,0,0,0,0,0,0,0,0,0,0,1440,1188,30
6/8/12,0,0,0,0,0,0,0,0,0,0,0,1440,1188,30
6/9/12,0,0,0,0,0,0,0,0,0,0,0,1440,1188,30
6/10/12,0,0,0,0,0,0,0,0,0,0,0,1440,1188,30
6/11/12,0,0,0,0,0,0,0,0,0,0,0,1440,1188,30
6/12/12,0,0,0,0,0,0,0,0,0,0,0,1440,1188,30
6/13/12,0,0,0,0,0,0,0,0,0,0,0,1440,1188,30
6/14/12,0,0,0,0,0,0,0,0,0,0,0,1440,1188,30
6/15/12,0,0,0,0,0,0,0,0,0,0,0,1440,1188,30
6/16/12,0,0,0,0,0,0,0,0,0,0,0,1440,1188,30
6/17/12,0,0,0,0,0,0,0,0,0,0,0,1440,1188,30
6/18/12,0,0,0,0,0,0,0,0,0,0,0,1440,1188,30
6/19/12,0,0,0,0,0,0,0,0,0,0,0,1440,1188,30
6/20/12,0,0,0,0,0,0,0,0,0,0,0,1440,1188,30
6/21/12,0,0,0,0,0,0,0,0,0,0,0,1440,1188,30
6/22/12,0,0,0,0,0,0,0,0,0,0,0,1440,1188,30
6/23/12,0,0,0,0,0,0,0,0,0,0,0,1440,1188,30
6/24/12,0,0,0,0,0,0,0,0,0,0,0,1440,1188,30
6/25/12,0,0,0,0,0,0,0,0,0,0,0,1440,1188,30
6/26/12,0,0,0,0,0,0,0,0,0,0,0,1440,1188,30
6/27/12,0,0,0,0,0,0,0,0,0,0,0,1440,1188,30
6/28/12,0,0,0,0,0,0,0,0,0,0,0,1440,1188,30
6/29/12,0,0,0,0,0,0,0,0,0,0,0,1440,1188,30
6/30/12,0,0,0,0,0,0,0,0,0,0,0,1440,1188,30
7/1/12,0,0,0,0,0,0,0,0,0,0,0,1440,1188,30
7/2/12,0,0,0,0,0,0,0,0,0,0,0,1440,1188,30
7/3/12,0,0,0,0,0,0,0,0,0,0,0,1440,1188,30
7/4/12,0,0,0,0,0,0,0,0,0,0,0,1440,1188,30
7/5/12,0,0,0,0,0,0,0,0,0,0,0,1440,1188,30
7/6/12,0,0,0,0,0,0,0,0,0,0,0,1440,1188,30
7/7/12,0,0,0,0,0,0,0,0,0,0,0,1440,1188,30
7/8/12,0,0,0,0,0,0,0,0,0,0,0,1440,1188,30
7/9/12,0,0,0,0,0,0,0,0,0,0,0,1440,1188,30
7/10/12,0,0,0,0,0,0,0,0,0,0,0,1440,1188,30
7/11/12,0,0,0,0,0,0,0,0,0,0,0,1440,1188,30
7/12/12,0,0,0,0,0,0,0,0,0,0,0,1440,1188,30
7/13/12,0,0,0,0,0,0,0,0,0,0,0,1440,1188,30
7/14/12,0,0,0,0,0,0,0,0,0,0,0,1440,1188,30
7/15/12,0,0,0,0,0,0,0,0,0,0,0,1440,1188,30
7/16/12,0,0,0,0,0,0,0,0,0,0,0,1440,1188,30
7/17/12,0,0,0,0,0,0,0,0,0,0,0,1440,1188,30
7/18/12,0,0,0,0,0,0,0,0,0,0,0,1440,1188,30
7/19/12,0,0,0,0,0,0,0,0,0,0,0,1440,1188,30
7/20/12,0,0,0,0,0,0,0,0,0,0,0,1440,1188,30
7/21/12,0,0,0,0,0,0,0,0,0,0,0,1440,1188,30
7/22/12,0,0,0,0,0,0,0,0,0,0,0,1440,1188,30
7/23/12,0,0,0,0,0,0,0,0,0,0,0,1440,1188,30
7/24/12,0,0,0,0,0,0,0,0,0,0,0,1440,1188,30
7/25/12,0,0,0,0,0,0,0,0,0,0,0,1440,1188,30
7/26/12,0,0,0,0,0,0,0,0,0,0,0,1440,1188,30
7/27/12,0,0,0,0,0,0,0,0,0,0,0,1440,1188,30
7/28/12,0,0,0,0,0,0,0,0,0,0,0,1440,1188,30
7/29/12,0,0,0,0,0,0,0,0,0,0,0,1440,1188,30
7/30/12,0,0,0,0,0,0,0,0,0,0,0,1440,1188,30
7/31/12,0,0,0,0,0,0,0,0,0,0,0,1440,1188,30
8/1/12,0,0,0,0,0,0,0,0,0,0,0,1440,1188,30
8/2/12,0,0,0,0,0,0,0,0,0,0,0,1440,1188,30
8/3/12,0,0,0,0,0,0,0,0,0,0,0,1440,1188,30
8/4/12,0,0,0,0,0,0,0,0,0,0,0,1440,1188,30
8/5/12,0,0,0,0,0,0,0,0,0,0,0,1440,1188,30
8/6/12,0,0,0,0,0,0,0,0,0,0,0,1440,1188,30
8/7/12,0,0,0,0,0,0,0,0,0,0,0,1440,1188,30
8/8/12,0,0,0,0,0,0,0,0,0,0,0,1440,1188,30
8/9/12,0,0,0,0,0,0,0,0,0,0,0,1440,1188,30
8/10/12,0,0,0,0,0,0,0,0,0,0,0,1440,1188,30
8/11/12,0,0,0,0,0,0,0,0,0,0,0,1440,1188,30
8/12/12,0,0,0,0,0,0,0,0,0,0,0,1440,1188,30
8/13/12,0,0,0,0,0,0,0,0,0,0,0,1440,1188,30
8/14/12,0,0,0,0,0,0,0,0,0,0,0,1440,1188,30
8/15/12,0,0,0,0,0,0,0,0,0,0,0,1440,1188,30
8/16/12,0,0,0,0,0,0,0,0,0,0,0,1440,1188,30
8/17/12,0,0,0,0,0,0,0,0,0,0,0,1440,1188,30
8/18/12,0,0,0,0,0,0,0,0,0,0,0,1440,1188,30
8/19/12,0,0,0,0,0,0,0,0,0,0,0,1440,1188,30
8/20/12,0,0,0,0,0,0,0,0,0,0,0,1440,1188,30
8/21/12,0,0,0,0,0,0,0,0,0,0,0,1440,1188,30
8/22/12,0,0,0,0,0,0,0,0,0,0,0,1440,1188,30
8/23/12,0,0,0,0,0,0,0,0,0,0,0,1440,1188,30
8/24/12,0,0,0,0,0,0,0,0,0,0,0,1440,1188,30
8/25/12,0,0,0,0,0,0,0,0,0,0,0,1440,1188,30
