ActivityDate,TotalSteps,TotalDistance,TrackerDistance,LoggedActivitiesDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,SedentaryActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories,id
12/26/14,5158,3.50999999,3.50999999,0,2.170000076,0.189999998,1.149999976,0,30,28,47,1335,1553,7
12/27/14,9576,6.610000134,6.610000134,0,2.75,0.600000024,3.25999999,0,39,80,124,1197,1854,7
12/28/14,9660,6.639999866,6.639999866,0,3.579999924,0.779999971,2.269999981,0,47,63,114,1216,1837,7
12/29/14,4128,2.809999943,2.809999943,0,0,0,2.809999943,0,0,67,114,1259,1584,7
12/30/14,9701,6.730000019,6.730000019,0,0,0.209999993,3.819999933,2.700000048,9,77,134,1220,1624,7
12/31/14,8756,6.010000229,6.010000229,0,2.529999971,0.270000011,3.220000029,0,32,71,178,1159,1871,7
1/1/15,2114,1.440000057,1.440000057,0,0,0,1.440000057,0,0,30,76,1334,1452,7
1/2/15,10251,7.010000229,7.010000229,0,1.710000038,0.280000001,2.690000057,2.329999924,24,73,87,1256,1649,7
1/3/15,8021,5.460000038,5.460000038,0,3.230000019,0.159999996,2.069999933,0,51,37,77,1275,1727,7
1/4/15,4265,2.900000095,2.900000095,0,0,0,2.900000095,0,0,63,114,1263,1583,7
1/5/15,10397,7.170000076,7.170000076,0,3,0.709999979,3.460000038,0,40,62,162,1176,1852,7
1/6/15,10029,6.889999866,6.889999866,0,2.809999943,0.910000026,3.150000095,0,43,85,102,1210,1867,7
1/7/15,6039,4.110000134,4.110000134,0,1.539999962,0.119999997,2.460000038,0,21,63,76,1280,1640,7
1/8/15,9656,6.699999809,6.699999809,0,1.789999962,0.079999998,2.549999952,2.25,22,59,103,1256,1633,7
1/9/15,12732,8.829999924,8.829999924,0,4.420000076,1.389999986,2.99000001,0,59,95,105,1181,1983,7
1/10/15,16084,10.97000027,10.97000027,0,7.199999809,1.230000019,2.539999962,0,93,84,83,1180,2120,7
1/11/15,11951,8.239999771,8.239999771,0,2.579999924,2.400000095,3.220000029,0,36,136,88,1180,1925,7
1/12/15,11401,7.78000021,7.78000021,0,3.170000076,0.230000004,4.380000114,0,51,101,121,1167,1952,7
1/13/15,9649,6.579999924,6.579999924,0,2.619999886,0.649999976,3.309999943,0,38,90,117,1195,1849,7
1/14/15,8016,5.46999979,5.46999979,0,2.390000105,0.349999994,2.730000019,0,33,61,123,1223,1789,7
1/15/15,2414,1.690000057,1.690000057,0,0.699999988,0.079999998,0.730000019,0,8,15,36,1381,1373,7
1/16/15,0,0,0,0,0,0,0,0,0,0,0,1440,1223,7
1/17/15,0,0,0,0,0,0,0,0,0,0,0,1440,1223,7
1/18/15,0,0,0,0,0,0,0,0,0,0,0,1440,1222,7
1/19/15,0,0,0,0,0,0,0,0,0,0,0,1440,1226,7
1/20/15,9509,6.630000114,6.630000114,0,3.319999933,0.839999974,2.480000019,0,43,79,74,1244,1786,7
