ActivityDate,TotalSteps,TotalDistance,TrackerDistance,LoggedActivitiesDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,SedentaryActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories,id
12/25/14,535,0.360000014,0.360000014,0,0,0,0.360000014,0,0,0,24,1319,1357,27
12/26/14,13953,9.359999657,9.359999657,0,1.610000014,0.550000012,7.199999809,0,22,13,387,584,2272,27
12/27/14,15533,10.42000008,10.42000008,0,4.559999943,0.100000001,5.599999905,0,60,2,326,580,2313,27
12/28/14,14151,9.5,9.5,0,2.210000038,1.179999948,5.889999866,0,31,31,328,748,2228,27
12/29/14,7614,5.110000134,5.110000134,0,0.059999999,0.579999983,4.460000038,0,1,12,201,1039,1824,27
12/30/14,0,0,0,0,0,0,0,0,0,0,0,1440,1300,27
12/31/14,0,0,0,0,0,0,0,0,0,0,0,1440,1300,27
1/1/15,1998,1.340000033,1.340000033,0,0,0,1.340000033,0,0,0,76,1237,1455,27
1/2/15,15620,10.47999954,9.920000076,5.132609844,0.579999983,4.710000038,5.190000057,0.01,5,67,288,660,2102,27
1/3/15,18940,12.71000004,12.14999962,5.11549902,1.440000057,4.440000057,6.820000172,0.01,13,60,368,513,2306,27
1/4/15,17118,11.48999977,10.73999977,5.596574783,0.07,3.730000019,7.599999905,0.079999998,2,70,335,561,2148,27
1/5/15,16153,10.84000015,10.23999977,5.025352955,1.620000005,3.940000057,5.28000021,0,16,49,296,718,2137,27
1/6/15,15234,10.22000027,10.22000027,0,4.570000172,0.709999979,4.949999809,0,60,16,342,597,2334,27
1/7/15,15149,10.57999992,10.57999992,0,4.739999771,0.170000002,5.670000076,0,52,4,328,653,2325,27
1/8/15,16739,11.22999954,10.52000046,5.20907402,0.529999971,4.139999866,6.539999962,0.02,5,63,338,645,2160,27
1/9/15,17799,11.93999958,11.71000004,5.055449963,2.880000114,2.700000048,6.300000191,0.059999999,23,45,378,694,2289,27
1/10/15,11760,7.889999866,7.510000229,5.037262917,2.079999924,3.809999943,1.970000029,0.029999999,23,49,96,709,1748,27
1/11/15,6792,4.559999943,4.559999943,0,0,0.319999993,4.239999771,0,0,10,238,714,1816,27
1/12/15,15837,10.63000011,9.880000114,5.362379074,0.219999999,5.130000114,5.25,0.029999999,2,71,290,676,2089,27
1/13/15,10965,7.360000134,7.360000134,0,0.460000008,0.720000029,6.179999828,0,7,20,344,650,2100,27
1/14/15,14925,10.01000023,9.479999542,4.839128971,1.129999995,2.900000095,5.909999847,0.079999998,10,39,315,717,2100,27
1/15/15,11684,7.840000153,7.840000153,0,0,1.590000033,6.25,0,0,42,382,598,2166,27
1/16/15,10125,6.789999962,6.789999962,0,0.059999999,0.319999993,6.409999847,0,1,8,385,772,2104,27
1/17/15,7811,5.239999771,5.239999771,0,0,0.430000007,4.809999943,0,0,12,285,925,1888,27
1/18/15,15042,10.09000015,9.760000229,4.183306217,2.099999905,4.010000229,3.980000019,0,21,66,232,724,2085,27
1/19/15,15782,10.59000015,10.36999989,4.843167782,1.419999957,2.920000076,6.25,0,13,50,322,575,2135,27
1/20/15,8199,5.5,5.5,0,0.200000003,0.629999995,4.670000076,0,3,17,257,800,1915,27
1/21/15,14141,9.489999771,9.109999657,5.085121155,2.519999981,2.460000038,4.46999979,0.039999999,21,34,265,732,2046,27
1/22/15,6558,4.400000095,4.400000095,0,0,0,4.400000095,0,0,0,297,719,1878,27
1/23/15,8232,5.519999981,5.519999981,0,0,0,5.519999981,0,0,0,305,772,1942,27
1/24/15,14688,9.859999657,9.779999733,10.04970169,2.849999905,3.170000076,3.829999924,0.01,23,53,251,768,2048,27
1/25/15,11282,7.570000172,7.349999905,4.590196133,2.039999962,0.879999995,4.610000134,0.039999999,21,16,223,617,1923,27
1/26/15,20560,13.80000019,12.85999966,10.2323494,4.139999866,5.690000057,3.839999914,0.140000001,33,71,230,657,2143,27
1/27/15,6833,4.590000153,4.590000153,0,0,0,4.590000153,0,0,0,286,707,1876,27
1/28/15,6868,4.610000134,4.610000134,0,0,0.280000001,4.329999924,0,0,8,302,625,1883,27
1/29/15,8519,5.71999979,5.71999979,0,0,0,5.71999979,0,0,0,322,632,1958,27
1/30/15,11815,7.929999828,7.929999828,0,0.99000001,1.299999952,5.639999866,0,15,30,320,708,2126,27
1/31/15,7511,5.039999962,5.039999962,0,0,0,5.039999962,0,0,0,235,747,1836,27
2/1/15,7157,4.800000191,4.800000191,0,0,0,4.800000191,0,0,0,300,739,1874,27
2/2/15,14342,9.619999886,9.550000191,5.093299866,2.880000114,1.860000014,4.880000114,0,22,26,258,841,2027,27
2/3/15,14277,9.579999924,9.579999924,0,4.409999847,0.029999999,5.139999866,0,58,1,310,623,2250,27
2/4/15,8802,5.909999847,5.909999847,0,0.370000005,0.660000026,4.869999886,0,6,14,323,654,1993,27
2/5/15,13116,8.800000191,8.800000191,0,0.209999993,0.709999979,7.699999809,0,3,18,386,765,2221,27
2/6/15,8359,5.610000134,5.610000134,0,0.07,0.289999992,5.25,0,1,7,303,1129,1934,27
2/7/15,8641,5.800000191,5.800000191,0,0.059999999,0.409999996,5.329999924,0,1,10,269,1101,1923,27
2/8/15,9785,6.570000172,6.570000172,0,0,0.270000011,6.289999962,0,0,7,368,535,2061,27
2/9/15,7617,5.110000134,5.110000134,0,0,0.379999995,4.730000019,0,0,11,297,733,1946,27
2/10/15,7734,5.190000057,5.190000057,0,0,0,5.190000057,0,0,0,305,839,1926,27
2/11/15,6206,4.159999847,4.159999847,0,0,0,4.159999847,0,0,0,262,730,1828,27
2/12/15,11770,7.900000095,7.739999771,2.188321114,0.479999989,1.5,5.909999847,0.01,4,27,326,699,2044,27
2/13/15,7744,5.199999809,5.199999809,0,0,0,5.199999809,0,0,0,318,800,1940,27
2/14/15,7765,5.210000038,5.210000038,0,0,0,5.210000038,0,0,0,301,759,1911,27
2/15/15,15660,10.51000023,9.489999771,5.207322121,2.119999886,3.160000086,5.21999979,0.01,19,41,290,653,2102,27
2/16/15,15212,10.21000004,9.600000381,7.039714813,1.309999943,4.480000019,4.369999886,0.050000001,11,64,216,730,1953,27
2/17/15,8354,5.610000134,5.610000134,0,0,0,5.610000134,0,0,0,314,753,1970,27
2/18/15,8745,5.869999886,5.869999886,0,0.469999999,0.519999981,4.880000114,0,7,11,268,797,1957,27
2/19/15,10566,7.090000153,7.090000153,0,0.5,0.479999989,6.110000134,0,7,12,346,782,2094,27
2/20/15,13006,8.729999542,8.220000267,5.125919819,1.440000057,3.859999895,3.410000086,0.02,12,48,202,1001,1914,27
2/21/15,7264,4.869999886,4.869999886,0,0.25999999,0.680000007,3.930000067,0,4,17,213,670,1818,27
2/22/15,14752,9.899999619,8.039999962,5.024440765,0.219999999,1.99000001,7.590000153,0.109999999,5,36,225,663,1954,27
2/23/15,11088,7.440000057,7.059999943,3.038835049,0.560000002,2.289999962,4.579999924,0,5,28,281,952,1963,27
2/24/15,13385,8.979999542,8.170000076,4.596092224,2.400000095,2.269999981,4.309999943,0,21,24,266,958,2014,27
2/25/15,8504,5.710000038,5.710000038,0,0,0,5.710000038,0,0,0,285,719,1931,27
2/26/15,12088,8.109999657,8.109999657,0,0.280000001,0.720000029,7.119999886,0,4,18,362,655,2149,27
2/27/15,9856,6.610000134,6.610000134,0,0,0.189999998,6.420000076,0,0,6,342,642,2029,27
2/28/15,12681,8.510000229,8.18999958,3.045804977,0.109999999,2.930000067,5.420000076,0.050000001,1,50,286,624,2005,27
3/1/15,14653,9.829999924,9.25,4.465325832,1.570000052,3.819999933,4.440000057,0,15,53,234,683,2032,27
3/2/15,14834,9.949999809,9.520000458,4.85529089,3.619999886,1.840000033,4.5,0,33,21,282,640,2103,27
3/3/15,8198,5.5,5.5,0,0,0.879999995,4.630000114,0,0,23,321,693,1999,27
3/4/15,16044,10.77000046,10.44999981,10.27710438,0,2.170000076,8.600000381,0,1,60,300,652,2107,27
3/5/15,10542,7.070000172,7.070000172,0,0,0.460000008,6.610000134,0,0,14,383,692,2121,27
3/6/15,12568,8.430000305,8.430000305,0,0.059999999,0.889999986,7.480000019,0,1,24,354,764,2173,27
3/7/15,14320,9.609999657,9.029999733,5.355828762,1.870000005,3,4.550000191,0.189999998,15,40,234,593,1962,27
3/8/15,6826,4.579999924,4.579999924,0,1.830000043,0.25999999,2.5,0,27,6,126,968,1737,27
3/9/15,15689,10.52999973,9.979999542,4.903792858,2.519999981,2.890000105,5.070000172,0.050000001,21,37,284,969,2134,27
3/10/15,5449,3.660000086,3.660000086,0,0,0,3.660000086,0,0,0,275,651,1831,27
3/11/15,14833,9.949999809,9.460000038,10.52145576,3.190000057,1.99000001,4.75,0.029999999,24,25,283,725,2094,27
3/12/15,10113,6.789999962,6.789999962,0,0,0.860000014,5.920000076,0,0,23,376,653,2110,27
3/13/15,19954,13.39000034,13.39000034,0,5,2.200000048,6.190000057,0,74,46,308,663,2517,27
3/14/15,5799,3.890000105,3.890000105,0,0.07,0.239999995,3.579999924,0,1,6,230,721,1788,27
3/15/15,12726,8.539999962,8.539999962,0,2.539999962,1.24000001,4.760000229,0,37,26,249,698,2119,27
3/16/15,11405,7.650000095,7.650000095,0,1.00999999,0.360000014,6.28000021,0,15,8,354,701,2148,27
3/17/15,10684,7.170000076,6.800000191,5.052360058,0.100000001,2.789999962,4.269999981,0.01,1,38,282,695,1980,27
3/18/15,4306,2.890000105,2.890000105,0,0,0,2.890000105,0,0,0,186,844,1676,27
3/19/15,8532,5.730000019,5.730000019,0,0,0.170000002,5.559999943,0,0,5,311,734,1962,27
3/20/15,9835,6.599999905,6.599999905,0,0.379999995,0.469999999,5.760000229,0,6,11,370,774,2063,27
3/21/15,5491,3.680000067,3.680000067,0,0,0,3.670000076,0,0,0,226,768,1745,27
3/22/15,18828,12.63000011,12.28999996,8.083179474,0.75,3.25,8.600000381,0.029999999,10,60,376,564,2291,27
3/23/15,16055,10.77000046,10.11999989,5.09690094,0,4.679999828,6.050000191,0.050000001,0,60,346,711,2156,27
3/24/15,5654,3.789999962,3.789999962,0,0,0,3.789999962,0,0,0,284,1006,1832,27
3/25/15,7929,5.320000172,5.320000172,0,0,0,5.320000172,0,0,0,312,655,1940,27
3/26/15,8178,5.489999771,5.489999771,0,0,0.200000003,5.289999962,0,0,6,320,680,1960,27
3/27/15,4634,3.109999895,3.109999895,0,0,0,3.109999895,0,0,0,215,1027,1716,27
3/28/15,8716,5.849999905,5.849999905,0,0.649999976,0.119999997,5.070000172,0,9,3,285,1049,1935,27
3/29/15,6618,4.440000057,4.440000057,0,0,0.300000012,4.139999866,0,0,8,249,757,1814,27
3/30/15,7250,4.869999886,4.869999886,0,0,0,4.869999886,0,0,0,332,740,1939,27
3/31/15,5770,3.869999886,3.869999886,0,0,0,3.869999886,0,0,0,263,806,1817,27
4/1/15,15622,10.47999954,9.640000343,9.691320419,0.720000029,0.839999974,8.779999733,0.140000001,6,37,331,701,2114,27
4/2/15,8428,5.659999847,5.659999847,0,0,0.349999994,5.25,0,0,9,296,775,1951,27
