ActivityDate,TotalSteps,TotalDistance,TrackerDistance,LoggedActivitiesDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,SedentaryActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories,id
12/25/13,1594,1.24000001,1.24000001,0,0,0,1.24000001,0,0,20,72,1348,2351,8
12/26/13,4890,3.809999943,3.809999943,0,0.889999986,0.779999971,2.150000095,0,14,56,74,938,2636,8
12/27/13,4780,3.730000019,3.730000019,0,0.239999995,0.430000007,3.059999943,0,15,43,95,875,2713,8
12/28/13,3748,2.920000076,2.920000076,0,0,0,2.920000076,0,2,52,108,839,2635,8
12/29/13,4951,3.859999895,3.859999895,0,0,0,3.859999895,0,11,53,116,950,2725,8
12/30/13,1362,1.059999943,1.059999943,0,0,0,1.059999943,0,0,18,65,1027,2382,8
12/31/13,5129,4,4,0,0,0,4,0,1,68,139,861,2793,8
1/1/14,3404,2.660000086,2.660000086,0,0,0,2.660000086,0,4,38,139,884,2659,8
1/2/14,2236,1.74000001,1.74000001,0,0,0,1.74000001,0,1,27,78,988,2408,8
1/3/14,1684,1.309999943,1.309999943,0,0,0,1.309999943,0,2,14,89,1039,2422,8
1/4/14,5893,4.599999905,4.599999905,0,0.319999993,0.74000001,3.539999962,0,7,79,128,1056,2869,8
1/5/14,10522,8.210000038,8.210000038,0,0.689999998,1.480000019,6.039999962,0,30,113,147,896,3264,8
1/6/14,6652,5.190000057,5.190000057,0,0,0,5.190000057,0,14,74,112,1060,2854,8
1/7/14,3130,2.440000057,2.440000057,0,0,0,2.440000057,0,1,37,130,927,2652,8
1/8/14,4260,3.319999933,3.319999933,0,0,0,3.319999933,0,12,35,126,977,2682,8
1/9/14,12438,9.699999809,9.699999809,0,5.119999886,0.600000024,3.980000019,0,74,51,88,951,3248,8
1/10/14,5820,4.559999943,4.559999943,0,0,0,4.559999943,0,28,32,110,850,2815,8
1/11/14,9597,7.489999771,7.489999771,0,2.589999914,0.409999996,4.420000076,0,46,58,139,957,3145,8
1/12/14,2657,2.069999933,2.069999933,0,0,0,2.069999933,0,12,13,67,688,2419,8
1/13/14,13783,10.80000019,10.80000019,0,5.079999924,1.220000029,4.5,0,77,75,110,941,3422,8
1/14/14,4480,3.49000001,3.49000001,0,0.860000014,0.129999995,2.5,0,13,37,102,728,2658,8
1/15/14,10323,8.050000191,8.050000191,0,3.630000114,0.270000011,4.150000095,0,60,49,95,1039,3134,8
1/16/14,5698,4.440000057,4.440000057,0,0.790000021,0.119999997,3.519999981,0,19,44,108,851,2765,8
1/17/14,8635,6.760000229,6.760000229,0,2.450000048,0.340000004,3.980000019,0,39,57,167,894,3121,8
1/18/14,4252,3.319999933,3.319999933,0,0,0,3.269999981,0,6,54,109,1211,2672,8
1/19/14,3066,2.390000105,2.390000105,0,0,0,2.390000105,0,4,34,109,1132,2564,8
1/20/14,9447,7.369999886,7.369999886,0,4.690000057,0.319999993,2.359999895,0,53,46,124,907,3146,8
1/21/14,4892,3.839999914,3.839999914,0,0.829999983,0.140000001,2.859999895,0,14,45,83,1015,2736,8
1/22/14,4074,3.200000048,3.200000048,0,0,0,3.200000048,0,10,43,101,665,2711,8
1/23/14,6630,5.170000076,5.170000076,0,0.079999998,0.300000012,4.789999962,0,11,80,130,971,3010,8
1/24/14,5157,4.019999981,4.019999981,0,0.25,0.289999992,3.480000019,0,9,53,149,858,2885,8
