ActivityDate,TotalSteps,TotalDistance,TrackerDistance,LoggedActivitiesDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,SedentaryActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories,id
5/5/14,4359,3.019999981,3.019999981,0,0.140000001,0.239999995,2.640000105,0,6,63,79,1292,1540,23
5/6/14,1868,1.289999962,1.289999962,0,0.439999998,0.330000013,0.519999981,0,7,18,11,1404,1339,23
5/7/14,0,0,0,0,0,0,0,0,0,0,0,1440,1226,23
5/8/14,0,0,0,0,0,0,0,0,0,0,0,1440,1226,23
5/9/14,8741,6.059999943,6.059999943,0,2.75999999,0.579999983,2.720000029,0,50,55,47,1288,1707,23
5/10/14,11936,8.270000458,8.270000458,0,2.980000019,0.360000014,4.920000076,0,44,106,185,1105,1997,23
5/11/14,11571,8.020000458,8.020000458,0,3.309999943,0.230000004,4.480000019,0,43,94,237,1066,2050,23
5/12/14,12013,8.329999924,8.329999924,0,2.609999895,0.340000004,5.369999886,0,79,124,184,1053,2417,23
5/13/14,13771,9.569999695,9.569999695,0,4.130000114,0.180000007,5.260000229,0,53,121,159,928,2077,23
5/14/14,7232,5.070000172,5.070000172,0,0.879999995,0.050000001,4.150000095,0,56,88,120,828,2134,23
5/15/14,10362,7.179999828,7.179999828,0,0.769999981,0.119999997,6.289999962,0,18,135,195,778,1949,23
5/16/14,4318,2.99000001,2.99000001,0,0,0.319999993,2.670000076,0,1,63,133,855,1589,23
5/17/14,16245,11.26000023,11.26000023,0,4.489999771,0.119999997,6.650000095,0,66,135,265,974,2277,23
5/18/14,7868,5.449999809,5.449999809,0,0,0,5.449999809,0,2,103,297,1038,1907,23
5/19/14,13109,9.079999924,9.079999924,0,3.410000086,0.430000007,5.239999771,0,95,93,179,935,2409,23
5/20/14,18158,12.63000011,12.63000011,0,6.539999962,0.400000006,5.670000076,0,94,108,172,598,2264,23
5/21/14,16016,11.14999962,11.14999962,0,4.449999809,1.419999957,5.28000021,0,106,137,173,581,2562,23
5/22/14,12787,8.93999958,8.93999958,0,2.109999895,1.110000014,5.71999979,0,31,154,171,810,2026,23
5/23/14,3802,2.630000114,2.630000114,0,0,0,2.630000114,0,1,54,117,1268,1525,23
5/24/14,10801,7.510000229,7.510000229,0,3.680000067,0.230000004,3.599999905,0,50,71,172,1147,1896,23
5/25/14,13785,9.550000191,9.550000191,0,3.309999943,0.579999983,5.670000076,0,44,126,284,986,2165,23
5/26/14,13573,9.409999847,9.409999847,0,2.650000095,0.360000014,6.400000095,0,42,135,239,1024,2099,23
5/27/14,16612,11.51000023,11.51000023,0,4.920000076,1.559999943,5.03000021,0,63,147,165,899,2169,23
5/28/14,14401,10.10999966,10.10999966,0,4.849999905,0.5,4.760000229,0,100,98,159,665,2439,23
5/29/14,12768,9.069999695,9.069999695,0,4.099999905,0.419999987,4.519999981,0,52,108,144,827,1994,23
5/30/14,9796,6.789999962,6.789999962,0,3.75,0.379999995,2.660000086,0,50,60,156,775,1839,23
5/31/14,12542,8.770000458,8.770000458,0,3.329999924,0.460000008,4.980000019,0,42,106,218,1074,2025,23
6/1/14,12746,8.829999924,8.829999924,0,3.289999962,0.560000002,4.980000019,0,44,127,217,897,2047,23
6/2/14,15348,10.64000034,10.64000034,0,4.659999847,0.300000012,5.679999828,0,108,115,151,622,2487,23
6/3/14,15442,10.69999981,10.69999981,0,5.760000229,0.310000002,4.630000114,0,83,105,138,744,2093,23
6/4/14,12529,8.680000305,8.680000305,0,4.460000038,0.769999981,3.450000048,0,93,86,109,741,2264,23
6/5/14,17116,11.90999985,11.90999985,0,5.380000114,0.620000005,5.900000095,0,73,132,178,749,2212,23
6/6/14,5783,4.010000229,4.010000229,0,0,0,4.010000229,0,1,90,163,863,1676,23
6/7/14,10188,7.059999943,7.059999943,0,0.140000001,0.839999974,6.090000153,0,7,137,265,1031,1990,23
6/8/14,11028,7.639999866,7.639999866,0,3.099999905,0.129999995,4.409999847,0,43,85,214,925,1971,23
6/9/14,14761,10.26000023,10.26000023,0,5.380000114,0.939999998,3.930000067,0,110,116,110,627,2440,23
6/10/14,14929,10.38000011,10.38000011,0,5,0.589999974,4.789999962,0,67,110,176,585,2110,23
6/11/14,13382,9.270000458,9.270000458,0,4.46999979,0.370000005,4.440000057,0,108,82,93,737,2317,23
6/12/14,16776,12.07999992,12.07999992,0,3.440000057,0.899999976,7.739999771,0,38,202,229,699,2283,23
6/13/14,9294,6.440000057,6.440000057,0,0.930000007,0.74000001,4.769999981,0,12,127,184,1117,1870,23
6/14/14,15128,10.47999954,10.47999954,0,4.909999847,1.049999952,4.519999981,0,67,117,195,1061,2119,23
6/15/14,17713,12.27999973,12.27999973,0,5.369999886,2.930000067,3.980000019,0,81,150,133,876,2181,23
6/16/14,13034,9.029999733,9.029999733,0,2.670000076,0.74000001,5.619999886,0,47,127,160,1106,1994,23
6/17/14,18769,13.01000023,13.01000023,0,6.730000019,1.74000001,4.53000021,0,90,136,190,1024,2298,23
6/18/14,17945,12.43999958,12.43999958,0,4.449999809,2.109999895,5.880000114,0,79,135,228,998,2286,23
6/19/14,13432,9.359999657,9.359999657,0,1.350000024,1.49000001,6.510000229,0,31,151,233,1025,2088,23
6/20/14,11603,8.039999962,8.039999962,0,2.549999952,0.519999981,4.96999979,0,51,96,130,1163,1899,23
6/21/14,19383,13.43000031,13.43000031,0,5.590000153,2.099999905,5.739999771,0,81,180,181,998,2306,23
6/22/14,13502,9.359999657,9.359999657,0,2.809999943,0.469999999,6.079999924,0,37,151,255,997,2128,23
6/23/14,12632,8.75,8.75,0,0.889999986,0.589999974,7.269999981,0,13,177,259,991,2057,23
6/24/14,8962,6.210000038,6.210000038,0,3.319999933,0.25999999,2.630000114,0,44,60,136,1200,1791,23
6/25/14,8690,6.019999981,6.019999981,0,0.150000006,1.350000024,4.53000021,0,4,128,131,1177,1768,23
6/26/14,12502,8.68999958,8.68999958,0,2.180000067,0.970000029,5.519999981,0,42,119,118,1161,1931,23
6/27/14,10249,7.099999905,7.099999905,0,2.400000095,0.550000012,4.150000095,0,47,88,89,1216,1805,23
6/28/14,11812,8.18999958,8.18999958,0,0,0.610000014,7.570000172,0,0,217,201,1022,1999,23
6/29/14,9721,6.739999771,6.739999771,0,2.980000019,0.409999996,3.339999914,0,40,10,247,1143,1859,23
6/30/14,0,0,0,0,0,0,0,0,0,0,0,1440,1199,23
7/1/14,0,0,0,0,0,0,0,0,0,0,0,1440,1199,23
7/2/14,0,0,0,0,0,0,0,0,0,0,0,1440,1199,23
7/3/14,0,0,0,0,0,0,0,0,0,0,0,1440,1199,23
7/4/14,0,0,0,0,0,0,0,0,0,0,0,1440,1199,23
7/5/14,0,0,0,0,0,0,0,0,0,0,0,1440,1199,23
7/6/14,0,0,0,0,0,0,0,0,0,0,0,1440,1199,23
7/7/14,0,0,0,0,0,0,0,0,0,0,0,1440,1199,23
7/8/14,0,0,0,0,0,0,0,0,0,0,0,1440,1199,23
7/9/14,0,0,0,0,0,0,0,0,0,0,0,1440,1199,23
7/10/14,0,0,0,0,0,0,0,0,0,0,0,1440,1199,23
7/11/14,0,0,0,0,0,0,0,0,0,0,0,1440,1199,23
7/12/14,0,0,0,0,0,0,0,0,0,0,0,1440,1199,23
7/13/14,0,0,0,0,0,0,0,0,0,0,0,1440,1199,23
7/14/14,0,0,0,0,0,0,0,0,0,0,0,1440,1199,23
7/15/14,0,0,0,0,0,0,0,0,0,0,0,1440,1199,23
7/16/14,0,0,0,0,0,0,0,0,0,0,0,1440,1199,23
7/17/14,0,0,0,0,0,0,0,0,0,0,0,1440,1199,23
7/18/14,0,0,0,0,0,0,0,0,0,0,0,1440,1199,23
7/19/14,0,0,0,0,0,0,0,0,0,0,0,1440,1199,23
7/20/14,0,0,0,0,0,0,0,0,0,0,0,1440,1199,23
7/21/14,0,0,0,0,0,0,0,0,0,0,0,1440,1199,23
7/22/14,0,0,0,0,0,0,0,0,0,0,0,1440,1199,23
7/23/14,0,0,0,0,0,0,0,0,0,0,0,1440,1199,23
7/24/14,0,0,0,0,0,0,0,0,0,0,0,1440,1199,23
7/25/14,0,0,0,0,0,0,0,0,0,0,0,1440,1199,23
7/26/14,1710,1.190000057,1.190000057,0,0,0,1.190000057,0,0,0,80,1360,1353,23
7/27/14,0,0,0,0,0,0,0,0,0,0,0,1440,1199,23
7/28/14,0,0,0,0,0,0,0,0,0,0,0,1440,1199,23
7/29/14,0,0,0,0,0,0,0,0,0,0,0,1440,1199,23
7/30/14,0,0,0,0,0,0,0,0,0,0,0,1440,1199,23
7/31/14,0,0,0,0,0,0,0,0,0,0,0,1440,1199,23
8/1/14,0,0,0,0,0,0,0,0,0,0,0,1440,1199,23
8/2/14,0,0,0,0,0,0,0,0,0,0,0,1440,1199,23
8/3/14,0,0,0,0,0,0,0,0,0,0,0,1440,1199,23
8/4/14,0,0,0,0,0,0,0,0,0,0,0,1440,1199,23
8/5/14,0,0,0,0,0,0,0,0,0,0,0,1440,1199,23
8/6/14,0,0,0,0,0,0,0,0,0,0,0,1440,1199,23
8/7/14,0,0,0,0,0,0,0,0,0,0,0,1440,1199,23
8/8/14,0,0,0,0,0,0,0,0,0,0,0,1440,1199,23
8/9/14,0,0,0,0,0,0,0,0,0,0,0,1440,1199,23
8/10/14,0,0,0,0,0,0,0,0,0,0,0,1440,1199,23
8/11/14,0,0,0,0,0,0,0,0,0,0,0,1440,1199,23
8/12/14,0,0,0,0,0,0,0,0,0,0,0,1440,1199,23
8/13/14,0,0,0,0,0,0,0,0,0,0,0,1440,1199,23
8/14/14,0,0,0,0,0,0,0,0,0,0,0,1440,1199,23
8/15/14,0,0,0,0,0,0,0,0,0,0,0,1440,1199,23
8/16/14,0,0,0,0,0,0,0,0,0,0,0,1440,1199,23
8/17/14,0,0,0,0,0,0,0,0,0,0,0,1440,1199,23
8/18/14,0,0,0,0,0,0,0,0,0,0,0,1440,1199,23
8/19/14,0,0,0,0,0,0,0,0,0,0,0,1440,1199,23
8/20/14,0,0,0,0,0,0,0,0,0,0,0,1440,1199,23
8/21/14,0,0,0,0,0,0,0,0,0,0,0,1440,1199,23
8/22/14,0,0,0,0,0,0,0,0,0,0,0,1440,1199,23
8/23/14,0,0,0,0,0,0,0,0,0,0,0,1440,1199,23
8/24/14,0,0,0,0,0,0,0,0,0,0,0,1440,1199,23
8/25/14,0,0,0,0,0,0,0,0,0,0,0,1440,1199,23
8/26/14,0,0,0,0,0,0,0,0,0,0,0,1440,1199,23
8/27/14,0,0,0,0,0,0,0,0,0,0,0,1440,1199,23
8/28/14,0,0,0,0,0,0,0,0,0,0,0,1440,1199,23
8/29/14,0,0,0,0,0,0,0,0,0,0,0,1440,1199,23
8/30/14,0,0,0,0,0,0,0,0,0,0,0,1440,1199,23
8/31/14,0,0,0,0,0,0,0,0,0,0,0,1440,1199,23
9/1/14,0,0,0,0,0,0,0,0,0,0,0,1440,1199,23
9/2/14,0,0,0,0,0,0,0,0,0,0,0,1440,1199,23
9/3/14,0,0,0,0,0,0,0,0,0,0,0,1440,1199,23
9/4/14,0,0,0,0,0,0,0,0,0,0,0,1440,1199,23
9/5/14,0,0,0,0,0,0,0,0,0,0,0,1440,1199,23
9/6/14,0,0,0,0,0,0,0,0,0,0,0,1440,1199,23
9/7/14,0,0,0,0,0,0,0,0,0,0,0,1440,1199,23
9/8/14,0,0,0,0,0,0,0,0,0,0,0,1440,1199,23
9/9/14,0,0,0,0,0,0,0,0,0,0,0,1440,1199,23
9/10/14,0,0,0,0,0,0,0,0,0,0,0,1440,1199,23
9/11/14,0,0,0,0,0,0,0,0,0,0,0,1440,1199,23
9/12/14,0,0,0,0,0,0,0,0,0,0,0,1440,1199,23
9/13/14,0,0,0,0,0,0,0,0,0,0,0,1440,1199,23
9/14/14,0,0,0,0,0,0,0,0,0,0,0,1440,1199,23
9/15/14,0,0,0,0,0,0,0,0,0,0,0,1440,1199,23
9/16/14,0,0,0,0,0,0,0,0,0,0,0,1440,1199,23
9/17/14,0,0,0,0,0,0,0,0,0,0,0,1440,1199,23
9/18/14,0,0,0,0,0,0,0,0,0,0,0,1440,1199,23
9/19/14,0,0,0,0,0,0,0,0,0,0,0,1440,1199,23
9/20/14,0,0,0,0,0,0,0,0,0,0,0,1440,1199,23
9/21/14,0,0,0,0,0,0,0,0,0,0,0,1440,1199,23
9/22/14,0,0,0,0,0,0,0,0,0,0,0,1440,1199,23
9/23/14,0,0,0,0,0,0,0,0,0,0,0,1440,1199,23
9/24/14,0,0,0,0,0,0,0,0,0,0,0,1440,1199,23
9/25/14,0,0,0,0,0,0,0,0,0,0,0,1440,1199,23
9/26/14,0,0,0,0,0,0,0,0,0,0,0,1440,1199,23
9/27/14,0,0,0,0,0,0,0,0,0,0,0,1440,1199,23
9/28/14,0,0,0,0,0,0,0,0,0,0,0,1440,1199,23
9/29/14,0,0,0,0,0,0,0,0,0,0,0,1440,1199,23
9/30/14,0,0,0,0,0,0,0,0,0,0,0,1440,1199,23
10/1/14,0,0,0,0,0,0,0,0,0,0,0,1440,1199,23
