ActivityDate,TotalSteps,TotalDistance,TrackerDistance,LoggedActivitiesDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,SedentaryActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories,id
4/15/13,173,0.129999995,0.129999995,0,0,0,0.129999995,0,2,5,36,1397,3004,3
4/16/13,3139,2.380000114,2.380000114,0,0,0,2.380000114,0.01,11,23,33,1373,3199,3
4/17/13,0,0,0,0,0,0,0,0,0,0,0,1440,2843,3
4/18/13,0,0,0,0,0,0,0,0,0,0,0,1440,2843,3
4/19/13,0,0,0,0,0,0,0,0,0,0,0,1440,2843,3
4/20/13,0,0,0,0,0,0,0,0,0,0,0,1440,2843,3
4/21/13,0,0,0,0,0,0,0,0,0,0,0,1440,2843,3
4/22/13,3874,2.940000057,2.940000057,0,0.74000001,1.090000033,1.110000014,0,16,29,30,1365,3348,3
4/23/13,0,0,0,0,0,0,0,0,0,0,0,1440,2843,3
4/24/13,8351,6.340000153,6.340000153,0,1.24000001,0.779999971,4.28000021,0,51,70,108,1211,4314,3
4/25/13,6991,5.309999943,5.309999943,0,1.230000019,0.349999994,3.640000105,0,42,57,127,1214,4128,3
4/26/13,0,0,0,0,0,0,0,0,0,0,0,1440,2843,3
4/27/13,0,0,0,0,0,0,0,0,0,0,0,1440,2843,3
4/28/13,7199,5.460000038,5.460000038,0,2.119999886,2.200000048,1.139999986,0,40,91,162,1147,4425,3
4/29/13,4436,3.369999886,3.369999886,0,1.649999976,0.059999999,1.659999967,0,32,30,80,837,3713,3
4/30/13,13,0.01,0.01,0,0,0,0.01,0,0,1,3,1436,2858,3
5/1/13,6213,4.71999979,4.71999979,0,0.930000007,0.25999999,3.529999971,0,48,34,84,1076,3992,3
5/2/13,11116,8.510000229,8.510000229,0,3.619999886,1.820000052,3.079999924,0,50,62,90,1238,4186,3
5/3/13,12929,9.81000042,9.81000042,0,3.890000105,1.580000043,4.329999924,0,67,87,171,1115,4843,3
5/4/13,9788,7.429999828,7.429999828,0,3.480000019,0.870000005,3.089999914,0,66,71,124,1179,4570,3
5/5/13,8139,6.179999828,6.179999828,0,1.419999957,1.00999999,3.50999999,0,36,83,118,1203,4165,3
5/6/13,11017,8.359999657,8.359999657,0,4.78000021,0.819999993,2.75,0,79,65,106,1190,4614,3
5/7/13,6952,5.28000021,5.28000021,0,1.519999981,0.079999998,3.670000076,0,56,46,164,1174,4358,3
5/8/13,942,0.709999979,0.709999979,0,0.25,0.379999995,0,0,3,5,7,1425,2954,3
5/9/13,4824,3.660000086,3.660000086,0,0.709999979,0.079999998,2.869999886,0,36,30,80,1294,3742,3
5/10/13,5163,3.920000076,3.920000076,0,0.340000004,0.25,3.329999924,0,22,48,91,1279,3692,3
5/11/13,4632,3.519999981,3.519999981,0,3.170000076,0.209999993,0.090000004,0,38,10,4,1388,3476,3
