ActivityDate,TotalSteps,TotalDistance,TrackerDistance,LoggedActivitiesDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,SedentaryActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories,id
10/18/14,4665,3.519999981,3.519999981,0,0.810000002,0.689999998,2.019999981,0,16,38,112,1229,1957,24
10/19/14,15667,11.82999992,11.82999992,0,1.440000057,3.980000019,6.409999847,0,29,194,231,611,2793,24
10/20/14,8669,6.550000191,6.550000191,0,0.479999989,0.129999995,5.929999828,0,34,75,158,1173,2331,24
10/21/14,7131,5.380000114,5.380000114,0,0.829999983,0.419999987,4.130000114,0,29,66,107,1238,2171,24
10/22/14,10048,7.590000153,7.590000153,0,3.230000019,0.589999974,3.769999981,0,53,64,98,1225,2320,24
10/23/14,7959,6.090000153,6.090000153,0,0,0,6.090000153,0,30,64,127,1104,2221,24
10/24/14,6025,4.550000191,4.550000191,0,0.379999995,0.25999999,3.900000095,0,17,60,126,901,2131,24
10/25/14,9477,7.179999828,7.179999828,0,0.170000002,0.239999995,6.769999981,0,34,80,176,740,2381,24
10/26/14,7024,5.300000191,5.300000191,0,0.899999976,0.360000014,4.050000191,0,18,72,176,779,2244,24
10/27/14,6931,5.230000019,5.230000019,0,0.50999999,0.090000004,4.630000114,0,28,62,109,1241,2159,24
10/28/14,11512,8.68999958,8.68999958,0,3.190000057,0.939999998,4.559999943,0,53,84,126,1177,2440,24
10/29/14,7109,5.369999886,5.369999886,0,0.730000019,0.649999976,3.99000001,0,27,61,108,1239,2163,24
10/30/14,9433,7.119999886,7.119999886,0,2.640000105,0.460000008,4.019999981,0,51,54,119,899,2340,24
10/31/14,9070,6.880000114,6.880000114,0,2.180000067,0.949999988,3.74000001,0,26,99,175,1140,2371,24
11/1/14,8974,6.840000153,6.840000153,0,1.470000029,0.449999988,4.920000076,0,43,58,152,780,2333,24
11/2/14,8964,6.769999981,6.769999981,0,1.389999986,0.300000012,5.059999943,0,21,94,195,1130,2428,24
11/3/14,7207,5.440000057,5.440000057,0,0,0,5.440000057,0,29,56,134,1221,2224,24
11/4/14,8613,6.5,6.5,0,1.74000001,0.270000011,4.489999771,0,38,64,127,1211,2277,24
11/5/14,8862,6.730000019,6.730000019,0,1.179999948,0.769999981,4.769999981,0,37,68,127,1208,2299,24
11/6/14,8021,6.139999866,6.139999866,0,0.389999986,0.140000001,5.610000134,0,42,41,112,759,2230,24
11/7/14,7233,5.460000038,5.460000038,0,0.540000021,0.119999997,4.800000191,0,33,50,108,1249,2177,24
11/8/14,8693,6.619999886,6.619999886,0,1.600000024,0.50999999,4.510000229,0,29,80,173,1075,2331,24
11/9/14,6543,5,5,0,0.980000019,0.209999993,3.799999952,0,23,54,155,778,2195,24
